AGV_name, User_X, User_Y, AGV_distance_X, AGV_distance_Y, AGV_speed_X,AGV_speed_Y, AGV_speed, User_speed_X, User_speed_Y,User_speed, User_velocity_X, User_velocity_Y, Wait_time,intent_to_cross, Gazing_station, possible_interaction,facing_along_sidewalk, facing_to_road, On_sidewalks, On_road,closest_station, distance_to_closest_station,distance_to_closest_station_X, distance_to_closest_station_Y,looking_at_AGV, GazeDirection_X, GazeDirection_Y,GazeDirection_Z, AGV_X, AGV_Y, looking_at_closest_station
1,1567.260986,8544.574219,2132.739014,3035.331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,139.010717,12.739014,138.425781,FALSE,0.628,-0.121,-0.768,3700.0,11579.905273,FALSE
1,1567.260986,8544.574219,2132.73291,3035.125,0.061035,2.060547,2.061451,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,139.010717,12.739014,138.425781,FALSE,0.649,-0.127,-0.75,3699.993896,11579.699219,FALSE
1,1567.260986,8544.574219,2132.735107,3033.708008,0.021973,14.169922,14.169939,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,139.010717,12.739014,138.425781,FALSE,0.667,-0.137,-0.732,3699.996094,11578.282227,FALSE
1,1567.260986,8544.574219,2132.73999,3030.832031,0.048828,28.759766,28.759807,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7,FALSE,TRUE,FALSE,FALSE,FALSE,1,139.010717,12.739014,138.425781,FALSE,0.539,-0.057,-0.84,3700.000977,11575.40625,FALSE
1,1569.241943,8545.025391,2130.760986,3026.017578,0.019531,43.632812,43.632817,19.80957,4.511719,20.316857,19.80957,4.511719,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,138.393384,10.758057,137.974609,FALSE,0.526,-0.135,-0.839,3700.00293,11571.042969,FALSE
1,1571.488037,8545.539062,2128.513916,3019.327148,0.009766,61.767578,61.767579,22.460938,5.136719,23.040824,22.460938,5.136719,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,137.724228,8.511963,137.460938,FALSE,0.533,-0.165,-0.829,3700.001953,11564.866211,FALSE
1,1571.542969,8545.549805,2128.457031,3011.533203,0.019531,77.832031,77.832034,0.549316,0.107422,0.559721,0.549316,0.107422,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,137.710122,8.457031,137.450195,FALSE,0.5,-0.144,-0.854,3700.0,11557.083008,FALSE
1,1571.542969,8545.549805,2128.458008,3002.006836,0.009766,95.263672,95.263672,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,137.710122,8.457031,137.450195,FALSE,0.493,-0.17,-0.853,3700.000977,11547.556641,FALSE
1,1571.542969,8545.549805,2128.460938,2990.986328,0.029297,110.205078,110.205082,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,137.710122,8.457031,137.450195,FALSE,0.449,-0.165,-0.878,3700.003906,11536.536133,FALSE
1,1571.542969,8545.549805,2128.463135,2978.404297,0.021973,125.820312,125.820314,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,137.710122,8.457031,137.450195,FALSE,0.419,-0.175,-0.891,3700.006104,11523.954102,FALSE
