AGV_name, User_X, User_Y, AGV_distance_X, AGV_distance_Y, AGV_speed_X,AGV_speed_Y, AGV_speed, User_speed_X, User_speed_Y,User_speed, User_velocity_X, User_velocity_Y, Wait_time,intent_to_cross, Gazing_station, possible_interaction,facing_along_sidewalk, facing_to_road, On_sidewalks, On_road,closest_station, distance_to_closest_station,distance_to_closest_station_X, distance_to_closest_station_Y,looking_at_AGV, GazeDirection_X, GazeDirection_Y,GazeDirection_Z, AGV_X, AGV_Y, looking_at_closest_station
1,1524.560059,8534.276367,2175.439941,3045.628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.487,0.395,-0.778,3700.0,11579.905273,TRUE
1,1524.560059,8534.276367,2175.433838,3045.416016,0.061035,2.128906,2.129781,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.449,0.397,-0.8,3699.993896,11579.692383,TRUE
1,1524.560059,8534.276367,2175.436035,3043.970703,0.021973,14.453125,14.453142,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.439,0.426,-0.791,3699.996094,11578.24707,TRUE
1,1524.560059,8534.276367,2175.440918,3041.051758,0.048828,29.189453,29.189494,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.461,0.453,-0.763,3700.000977,11575.328125,TRUE
1,1524.560059,8534.276367,2175.442871,3036.602539,0.019531,44.492188,44.492192,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.432,0.457,-0.777,3700.00293,11570.878906,TRUE
1,1524.560059,8534.276367,2175.441895,3030.443359,0.009766,61.591797,61.591798,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.441,0.431,-0.787,3700.001953,11564.719727,TRUE
1,1524.560059,8534.276367,2175.439941,3022.576172,0.019531,78.671875,78.671877,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.441,0.396,-0.805,3700.0,11556.852539,TRUE
1,1524.560059,8534.276367,2175.441895,3013.111328,0.019531,94.648438,94.64844,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3,FALSE,TRUE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,TRUE,0.622,0.163,-0.766,3700.001953,11547.387695,FALSE
1,1524.560059,8534.276367,2175.443848,3002.085938,0.019531,110.253906,110.253908,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7,FALSE,TRUE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,FALSE,0.732,-0.017,-0.681,3700.003906,11536.362305,FALSE
1,1524.560059,8534.276367,2175.447021,2989.507812,0.031738,125.78125,125.781254,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,FALSE,0.781,-0.284,-0.556,3700.00708,11523.78418,FALSE
1,1524.560059,8534.276367,2175.447998,2975.224609,0.009766,142.832031,142.832032,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,158.720843,55.439941,148.723633,FALSE,0.778,-0.266,-0.568,3700.008057,11509.500977,FALSE
1,1524.972046,8536.620117,2175.036011,2956.927734,0.0,159.53125,159.53125,4.119873,23.4375,23.796843,4.119873,23.4375,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,156.381411,55.027954,146.379883,FALSE,0.774,-0.191,-0.603,3700.008057,11493.547852,FALSE
1,1528.436035,8550.432617,2171.572998,2925.441406,0.009766,176.738281,176.738282,34.639893,138.125,142.40238,34.639893,138.125,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,142.242587,51.563965,132.567383,FALSE,0.758,-0.192,-0.623,3700.009033,11475.874023,FALSE
1,1534.003052,8559.736328,2166.007935,2896.978516,0.019531,191.591797,191.591798,55.670166,93.037109,108.420806,55.670166,93.037109,0.0,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,1,131.566151,45.996948,123.263672,FALSE,0.626,-0.201,-0.753,3700.010986,11456.714844,FALSE
1,1536.432983,8563.43457,2163.579956,2872.416992,0.019531,208.632812,208.632813,24.299316,36.982422,44.25106,24.299316,36.982422,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,127.255557,43.567017,119.56543,FALSE,0.644,-0.222,-0.732,3700.012939,11435.851562,FALSE
1,1537.27002,8564.380859,2162.744873,2848.630859,0.019531,228.398438,228.398438,8.370361,9.462891,12.633655,8.370361,9.462891,0.0,TRUE,6,FALSE,TRUE,FALSE,FALSE,FALSE,1,126.080735,42.72998,118.619141,FALSE,0.618,-0.264,-0.74,3700.014893,11413.011719,FALSE
