AGV_name,User_X,User_Y,AGV_X,AGV_Y,GazeDirection_X,GazeDirection_Y,GazeDirection_Z
AGV1,1710.6,8535.104,3700.0,11579.905,-0.678,-0.213,-0.704
AGV1,1710.6,8535.104,3699.993,11579.7,-0.663,-0.245,-0.707
AGV1,1710.6,8535.104,3699.994,11578.271,-0.64,-0.279,-0.716
AGV1,1710.6,8535.104,3699.998,11575.371,-0.654,-0.282,-0.701
AGV1,1710.6,8535.104,3700.0,11570.918,-0.652,-0.298,-0.698
AGV1,1710.6,8535.104,3699.997,11564.77,-0.663,-0.336,-0.669
AGV1,1710.6,8535.104,3699.995,11556.92,-0.374,-0.587,-0.718
AGV1,1709.438,8535.595,3699.995,11547.452,-0.404,-0.625,-0.668
AGV1,1705.612,8537.024,3699.997,11536.425,-0.329,-0.654,-0.681
AGV1,1704.118,8537.632,3699.999,11523.758,0.001,-0.662,-0.75
AGV1,1703.756,8537.673,3699.999,11509.133,0.166,-0.662,-0.731
AGV1,1707.431,8534.634,3699.998,11492.015,0.005,-0.686,-0.727
AGV1,1707.792,8534.388,3699.999,11473.905,-0.101,-0.812,-0.575
AGV1,1707.713,8534.727,3700.0,11454.392,-0.055,-0.993,-0.099
AGV1,1706.224,8535.93,3700.001,11433.333,-0.036,-0.993,-0.106
AGV1,1704.262,8535.84,3700.003,11411.102,0.004,-0.994,-0.105
AGV1,1702.257,8536.37,3700.004,11386.636,0.013,-0.996,-0.086
AGV1,1701.438,8536.081,3700.005,11360.908,-0.017,-0.997,-0.076
AGV1,1699.706,8535.428,3700.007,11333.617,-0.032,-0.99,-0.133
AGV1,1695.759,8534.107,3700.01,11304.473,-0.032,-0.99,-0.136
AGV1,1686.659,8530.679,3700.013,11273.757,-0.009,-0.991,-0.135
AGV1,1667.288,8522.253,3700.017,11241.418,-0.016,-0.99,-0.136
AGV1,1647.461,8512.786,3700.021,11207.798,-0.03,-0.992,-0.123
AGV1,1634.923,8510.885,3700.025,11172.055,-0.043,-0.994,-0.101
AGV1,1627.308,8507.95,3700.031,11134.918,-0.038,-0.995,-0.095
AGV1,1620.364,8501.158,3700.038,11096.016,-0.019,-0.983,-0.184
AGV1,1609.874,8491.164,3700.044,11055.401,-0.003,-0.984,-0.175
AGV1,1595.098,8479.034,3700.052,11013.642,-0.007,-0.991,-0.132
AGV1,1576.111,8462.379,3700.06,10969.442,-0.022,-0.982,-0.188
AGV1,1557.263,8444.72,3700.069,10924.034,-0.011,-0.988,-0.156
AGV1,1537.325,8426.05,3700.079,10876.309,-0.01,-0.995,-0.095
AGV1,1515.62,8405.885,3700.09,10826.927,0.012,-0.996,-0.091
AGV1,1489.438,8381.324,3700.101,10775.013,0.031,-0.997,-0.074
AGV1,1462.495,8355.485,3700.115,10721.576,0.015,-0.99,-0.14
AGV1,1438.5,8331.888,3700.128,10665.425,0.044,-0.993,-0.109
AGV1,1421.767,8314.927,3700.144,10606.766,0.05,-0.995,-0.086
AGV1,1408.788,8300.922,3700.16,10546.029,0.08,-0.994,-0.072
AGV1,1396.632,8285.985,3700.178,10482.683,0.053,-0.994,-0.093
AGV1,1385.369,8267.467,3700.197,10416.702,0.03,-0.989,-0.143
AGV1,1380.505,8255.517,3700.216,10351.067,0.002,-0.986,-0.169
AGV1,1376.023,8243.931,3700.235,10285.522,0.036,-0.983,-0.179
AGV1,1368.239,8229.732,3700.254,10220.675,0.057,-0.987,-0.146
AGV1,1359.539,8214.629,3700.274,10154.408,0.058,-0.986,-0.154
AGV1,1349.974,8198.033,3700.294,10089.62,0.077,-0.99,-0.117
AGV1,1336.775,8174.622,3700.314,10023.714,0.098,-0.982,-0.161
AGV1,1321.974,8146.88,3700.333,9957.913,0.113,-0.981,-0.157
AGV1,1306.944,8117.44,3700.353,9892.397,0.115,-0.954,-0.277
AGV1,1294.579,8092.38,3700.372,9827.236,0.128,-0.98,-0.153
AGV1,1283.104,8068.176,3699.946,9761.459,0.116,-0.984,-0.13
AGV1,1271.88,8043.71,3697.849,9696.233,0.094,-0.989,-0.109
AGV1,1260.999,8018.728,3696.732,9630.398,0.095,-0.987,-0.129
AGV1,1250.446,7993.406,3695.675,9565.188,0.092,-0.985,-0.144
AGV1,1239.556,7966.692,3694.562,9499.749,0.095,-0.983,-0.156
AGV1,1226.714,7935.08,3693.014,9433.978,0.138,-0.986,-0.09
AGV1,1214.002,7904.508,3690.713,9369.234,0.154,-0.985,-0.072
AGV1,1200.206,7873.907,3689.002,9303.247,0.169,-0.98,-0.099
AGV1,1184.943,7842.768,3686.808,9237.852,0.181,-0.974,-0.135
AGV1,1170.844,7815.321,3683.774,9172.468,0.174,-0.974,-0.141
AGV1,1157.822,7789.787,3681.411,9106.767,0.186,-0.973,-0.137
AGV1,1145.415,7764.423,3679.002,9041.285,0.18,-0.98,-0.077
AGV1,1133.277,7738.131,3675.962,8976.073,0.191,-0.974,-0.119
