AGV_name,User_X,User_Y,AGV_X,AGV_Y,GazeDirection_X,GazeDirection_Y,GazeDirection_Z
AGV1,1818.118,8482.659,3700.0,11579.905,-0.057,0.216,-0.975
AGV1,1818.118,8482.659,3699.994,11579.697,-0.064,0.213,-0.975
AGV1,1818.118,8482.659,3699.996,11578.249,-0.086,0.216,-0.973
AGV1,1818.118,8482.659,3700.001,11575.333,-0.146,0.231,-0.962
AGV1,1818.118,8482.659,3700.003,11570.851,-0.398,0.19,-0.898
AGV1,1818.118,8482.659,3700.002,11564.711,-0.569,0.017,-0.822
AGV1,1817.97,8482.655,3700.0,11556.845,-0.736,-0.164,-0.656
AGV1,1818.458,8482.272,3700.002,11547.32,-0.747,-0.41,-0.523
AGV1,1818.82,8481.561,3700.005,11536.295,-0.7,-0.339,-0.628
AGV1,1818.703,8481.57,3700.007,11523.621,-0.681,-0.266,-0.682
AGV1,1815.327,8480.647,3700.008,11509.337,-0.386,-0.333,-0.86
AGV1,1812.818,8481.138,3700.008,11493.341,-0.263,-0.391,-0.882
AGV1,1810.126,8482.653,3700.009,11475.804,-0.179,-0.42,-0.889
AGV1,1806.452,8484.18,3700.011,11456.663,-0.117,-0.418,-0.901
AGV1,1802.293,8485.091,3700.013,11435.951,-0.11,-0.457,-0.883
AGV1,1798.598,8485.207,3700.015,11413.55,0.003,-0.607,-0.795
AGV1,1796.702,8484.934,3700.017,11389.601,0.035,-0.608,-0.793
AGV1,1795.941,8483.399,3700.02,11364.003,0.028,-0.689,-0.724
AGV1,1793.354,8481.712,3700.022,11336.691,-0.033,-0.828,-0.56
AGV1,1789.704,8478.859,3700.025,11307.832,-0.033,-0.965,-0.261
AGV1,1786.189,8475.8,3700.028,11277.366,-0.034,-0.955,-0.294
AGV1,1785.043,8474.64,3700.032,11245.276,-0.091,-0.982,-0.167
AGV1,1786.972,8478.72,3700.036,11211.622,-0.094,-0.978,-0.187
AGV1,1787.215,8478.89,3700.041,11176.263,0.002,-0.889,-0.458
AGV1,1787.353,8479.027,3700.046,11139.49,0.05,-0.787,-0.614
AGV1,1787.021,8478.107,3700.052,11101.128,0.081,-0.767,-0.636
AGV1,1782.607,8463.088,3700.059,11060.953,0.084,-0.755,-0.651
AGV1,1778.027,8440.635,3700.067,11019.043,0.07,-0.774,-0.63
AGV1,1776.322,8416.984,3700.075,10975.343,0.208,-0.84,-0.501
AGV1,1775.211,8393.261,3700.084,10929.922,0.784,-0.604,-0.141
AGV1,1773.779,8369.216,3700.094,10882.788,0.927,-0.359,-0.104
AGV1,1772.314,8357.357,3700.104,10833.565,0.969,-0.208,-0.131
AGV1,1768.894,8330.162,3700.116,10781.928,0.938,-0.312,-0.145
AGV1,1767.655,8308.411,3700.129,10728.599,0.988,-0.008,-0.15
AGV1,1767.067,8297.778,3700.143,10672.499,0.986,0.066,-0.15
AGV1,1765.728,8276.426,3700.158,10614.335,0.96,0.242,-0.141
AGV1,1764.394,8254.926,3700.174,10553.967,0.961,0.23,-0.153
AGV1,1762.027,8246.158,3700.192,10490.953,0.85,0.501,-0.165
AGV1,1755.158,8225.96,3700.211,10425.134,0.82,0.542,-0.182
AGV1,1749.954,8210.937,3700.231,10359.784,0.812,0.552,-0.187
AGV1,1748.725,8200.096,3700.25,10294.519,0.809,0.556,-0.187
AGV1,1748.497,8188.25,3700.269,10229.278,0.812,0.553,-0.185
AGV1,1748.864,8187.782,3700.289,10163.331,0.819,0.543,-0.185
AGV1,1749.171,8187.392,3700.308,10098.182,0.781,0.602,-0.166
AGV1,1749.261,8187.277,3700.328,10032.776,0.789,0.591,-0.167
AGV1,1749.261,8187.277,3700.347,9967.332,0.798,0.58,-0.161
AGV1,1749.261,8187.277,3700.366,9901.794,0.817,0.555,-0.154
AGV1,1749.261,8187.277,3700.383,9845.741,0.83,0.536,-0.154
AGV1,1749.261,8187.277,3700.291,9803.188,0.85,0.498,-0.17
AGV1,1749.261,8187.277,3699.713,9775.112,0.858,0.484,-0.169
AGV1,1749.261,8187.277,3699.363,9760.189,0.815,0.531,-0.231
AGV1,1749.261,8187.277,3699.286,9747.81,0.863,0.466,-0.192
AGV1,1749.261,8187.277,3699.161,9733.327,0.86,0.477,-0.178
AGV1,1749.261,8187.277,3698.937,9717.713,0.872,0.454,-0.183
AGV1,1749.261,8187.277,3698.814,9700.919,0.873,0.449,-0.19
AGV1,1749.261,8187.277,3698.494,9682.874,0.876,0.444,-0.189
AGV1,1749.261,8187.277,3697.924,9663.246,0.881,0.438,-0.179
AGV1,1749.261,8187.277,3697.681,9641.902,0.88,0.438,-0.184
AGV1,1749.261,8187.277,3697.322,9620.287,0.883,0.427,-0.192
AGV1,1749.261,8187.277,3697.036,9598.721,0.906,0.374,-0.197
AGV1,1749.261,8187.277,3696.468,9577.086,0.915,0.355,-0.192
AGV1,1749.261,8187.277,3695.8,9555.472,0.916,0.358,-0.182
AGV1,1749.261,8187.277,3695.432,9533.763,0.914,0.355,-0.193
AGV1,1749.261,8187.277,3694.954,9512.162,0.922,0.338,-0.187
AGV1,1749.261,8187.277,3694.529,9490.69,0.926,0.323,-0.193
AGV1,1749.261,8187.277,3693.732,9469.094,0.927,0.32,-0.192
AGV1,1749.261,8187.277,3693.231,9447.412,0.928,0.314,-0.198
AGV1,1749.261,8187.277,3692.71,9425.951,0.935,0.299,-0.191
AGV1,1749.261,8187.277,3692.188,9404.29,0.948,0.26,-0.185
AGV1,1749.261,8187.277,3691.551,9382.625,0.953,0.244,-0.181
AGV1,1749.388,8187.217,3690.71,9361.138,0.952,0.256,-0.168
AGV1,1750.05,8186.697,3690.161,9339.445,0.959,0.225,-0.173
AGV1,1751.177,8181.815,3689.454,9317.981,0.966,0.213,-0.147
AGV1,1752.821,8173.425,3688.854,9296.422,0.967,0.191,-0.165
AGV1,1754.094,8164.984,3687.973,9274.879,0.959,0.208,-0.191
AGV1,1754.875,8156.371,3687.155,9253.072,0.955,0.196,-0.224
