GazeDirection_X,GazeDirection_Y,GazeDirection_Z,AGV_X,AGV_Y,User_X,User_Y,AGV_name
0.1509148936170213,0.2560212765957447,-0.9517234042553192,3699.999276595745,11571.251659574467,1634.258,8423.269,AGV1
0.5500555555555555,-0.2001944444444444,-0.5185277777777778,3700.010027777778,11472.811486111112,1633.705736111111,8423.578694444444,AGV1
0.0513055555555555,-0.9820694444444444,-0.1481805555555555,3700.039027777778,11202.325708333334,1628.4919583333333,8440.309763888888,AGV1
0.3888169014084506,-0.7059859154929577,-0.1925633802816901,3700.124577464788,10757.47314084507,1680.4489859154928,8406.107394366198,AGV1
-0.0951666666666666,-0.5918472222222222,-0.1744583333333333,3700.297958333333,10134.341902777778,1722.9445833333332,8298.985916666667,AGV1
-0.0854999999999999,-0.9653333333333334,-0.1679027777777778,3698.5264722222223,9698.808055555555,1761.864375,8146.728583333333,AGV1
-0.0529305555555555,-0.9837916666666666,-0.1625138888888889,3693.9242916666662,9476.06088888889,1763.4810972222222,7866.437277777779,AGV1
-0.1853714285714285,-0.9634285714285714,-0.1354,3687.227457142857,9254.713014285711,1748.0665142857142,7574.773442857142,AGV1
-0.0455070422535211,-0.977211267605634,-0.1843943661971831,3678.170661971831,9026.631929577465,1723.370323943662,7258.696478873239,AGV1
-0.0589722222222222,-0.9829305555555556,-0.1699444444444444,3662.252958333333,8728.608541666668,1706.2563611111111,6945.282958333333,AGV1
-0.0525833333333333,-0.9831527777777777,-0.1731527777777778,3632.884736111111,8351.229791666667,1679.1819722222222,6597.930305555556,AGV1
0.0185138888888888,-0.976,-0.208375,3597.1584027777776,8061.798430555555,1655.808513888889,6341.604013888889,AGV1
0.1297638888888889,-0.91025,-0.3548611111111111,3549.900541666667,7841.154166666666,1623.6851944444445,6061.656916666667,AGV1
0.1939583333333333,-0.8814722222222222,-0.4248333333333333,3471.038111111111,7629.528749999999,1640.9774166666666,5948.033888888889,AGV1
-0.0744929577464788,-0.7363943661971831,-0.6343239436619719,3357.440943661972,7440.558901408451,1714.4067183098591,5832.162633802817,AGV1
-0.2455833333333333,-0.5830416666666667,-0.7735416666666667,3218.9315138888887,7269.052263888889,1737.5659861111112,5797.2917916666665,AGV1
-0.2646527777777778,-0.5885138888888889,-0.7635833333333334,3052.8743194444446,7121.419805555556,1737.537,5797.313,AGV1
-0.4427083333333333,-0.4988749999999999,-0.7025,2867.8719305555555,6998.804472222222,1737.4800833333331,5797.09438888889,AGV1
-0.7530277777777777,-0.6324166666666666,-0.148625,2667.5253472222225,6903.863763888889,1733.886763888889,5796.828388888889,AGV1
-0.4697361111111111,-0.8483888888888889,-0.1633611111111111,2453.4285972222224,6844.312444444444,1733.671,5796.828,AGV1
-0.7366338028169014,-0.6125633802816902,-0.1748591549295774,2239.1940422535213,6791.843985915493,1733.671,5796.828,AGV1
-0.3921666666666666,-0.8312638888888889,-0.2470277777777778,2020.7510694444445,6765.3000694444445,1733.5844861111111,5796.828,AGV1
-0.6290972222222222,-0.6710972222222222,-0.2744305555555555,1799.0565555555556,6762.396972222222,1733.349,5796.828,AGV1
-0.3601111111111111,-0.8200277777777778,-0.2913194444444444,1577.339861111111,6766.907569444444,1733.349,5796.828,AGV1
-0.5900972222222223,-0.6897916666666667,-0.4054583333333333,1356.1734583333334,6757.647402777778,1733.295625,5796.828,AGV1
-0.5711805555555556,-0.718,-0.3918333333333333,1145.7179999999998,6684.887430555556,1733.183888888889,5796.828,AGV1
-0.4946619718309859,-0.7695070422535211,-0.3362676056338028,964.2675352112676,6557.027492957746,1733.078,5796.828,AGV1
-0.5774583333333333,-0.7202916666666667,-0.1693888888888889,824.1810972222222,6385.206666666667,1733.078,5796.828,AGV1
-0.6694583333333334,-0.7204722222222223,-0.1221805555555555,732.8795277777778,6181.137486111111,1733.078,5796.828,AGV1
-0.2429861111111111,-0.939,-0.2126805555555555,666.5632638888889,5968.788458333333,1733.078,5796.828,AGV1
-0.3571388888888889,-0.828111111111111,-0.3188611111111111,614.9143472222222,5753.439638888889,1732.9803194444444,5796.828,AGV1
