AGV_name,User_X,User_Y,AGV_X,AGV_Y,GazeDirection_X,GazeDirection_Y,GazeDirection_Z
AGV1,1757.36,8447.565,3700.0,11579.905,0.224,0.379,-0.898
AGV1,1757.36,8447.565,3699.993,11579.697,0.213,0.37,-0.904
AGV1,1757.36,8447.565,3699.996,11578.267,0.201,0.383,-0.902
AGV1,1757.36,8447.565,3700.001,11575.349,0.214,0.361,-0.908
AGV1,1757.36,8447.565,3700.003,11570.815,0.243,0.366,-0.898
AGV1,1757.36,8447.565,3700.002,11564.779,0.286,0.358,-0.889
AGV1,1757.36,8447.565,3700.0,11557.002,0.321,0.35,-0.88
AGV1,1757.36,8447.565,3700.002,11547.592,0.373,0.351,-0.859
AGV1,1757.36,8447.565,3700.004,11536.608,0.384,0.356,-0.852
AGV1,1757.36,8447.565,3700.007,11524.083,0.421,0.392,-0.818
AGV1,1757.358,8448.028,3700.008,11509.924,0.444,0.451,-0.774
AGV1,1757.414,8452.952,3700.008,11494.083,0.483,0.435,-0.76
AGV1,1757.51,8458.604,3700.009,11476.565,0.493,0.458,-0.74
AGV1,1757.733,8465.07,3700.011,11457.344,0.528,0.379,-0.76
AGV1,1757.704,8471.644,3700.013,11436.642,0.542,0.295,-0.787
AGV1,1757.156,8476.369,3700.015,11414.425,0.562,0.284,-0.777
AGV1,1756.458,8479.624,3700.017,11390.488,0.587,0.164,-0.793
AGV1,1756.421,8479.884,3700.019,11364.961,0.612,0.06,-0.788
AGV1,1756.421,8479.884,3700.022,11337.948,0.604,0.041,-0.795
AGV1,1756.421,8479.884,3700.025,11309.236,0.597,0.045,-0.801
AGV1,1756.614,8479.381,3700.028,11278.88,0.597,0.007,-0.802
AGV1,1757.127,8478.09,3700.032,11246.967,0.602,-0.047,-0.797
AGV1,1758.259,8475.477,3700.036,11213.536,0.589,-0.105,-0.801
AGV1,1758.527,8474.659,3700.041,11178.547,0.581,-0.129,-0.803
AGV1,1753.016,8483.073,3700.046,11141.648,0.512,-0.288,-0.809
AGV1,1746.087,8495.638,3700.052,11103.627,0.416,-0.406,-0.813
AGV1,1744.535,8500.198,3700.059,11063.7,0.319,-0.51,-0.799
AGV1,1743.381,8504.896,3700.066,11021.918,0.267,-0.544,-0.796
AGV1,1742.732,8506.784,3700.074,10977.092,0.272,-0.534,-0.801
AGV1,1742.873,8507.659,3700.084,10928.37,0.264,-0.552,-0.791
AGV1,1742.732,8506.815,3700.094,10880.31,0.263,-0.572,-0.777
AGV1,1742.553,8506.648,3700.105,10830.693,0.233,-0.57,-0.788
AGV1,1742.144,8506.718,3700.117,10779.223,0.21,-0.59,-0.78
AGV1,1732.836,8511.113,3700.13,10725.827,0.206,-0.633,-0.746
AGV1,1724.974,8515.654,3700.144,10669.724,0.151,-0.66,-0.736
AGV1,1723.326,8516.619,3700.159,10611.869,0.107,-0.717,-0.689
AGV1,1723.454,8517.231,3700.175,10551.418,0.164,-0.905,-0.392
AGV1,1726.944,8517.845,3700.193,10488.168,0.221,-0.97,-0.104
AGV1,1738.146,8510.398,3700.212,10423.129,0.226,-0.96,-0.164
AGV1,1750.567,8498.712,3700.231,10357.861,0.206,-0.958,-0.199
AGV1,1759.015,8489.71,3700.251,10292.399,0.091,-0.985,-0.149
AGV1,1767.866,8477.616,3700.27,10227.457,-0.088,-0.988,-0.124
AGV1,1775.189,8467.244,3700.289,10161.797,-0.063,-0.992,-0.112
AGV1,1785.375,8460.704,3700.309,10096.118,-0.04,-0.99,-0.135
AGV1,1798.735,8446.197,3700.328,10030.914,-0.058,-0.99,-0.13
AGV1,1807.859,8428.861,3700.348,9965.339,-0.026,-0.927,-0.374
AGV1,1815.953,8408.964,3700.367,9900.901,0.076,-0.715,-0.695
AGV1,1825.729,8386.352,3700.385,9834.73,0.055,-0.696,-0.716
AGV1,1835.54,8363.185,3699.96,9769.857,0.049,-0.676,-0.735
AGV1,1838.567,8356.795,3698.285,9704.359,0.033,-0.673,-0.739
AGV1,1842.527,8348.585,3697.499,9639.385,0.067,-0.688,-0.722
AGV1,1847.127,8337.89,3696.645,9573.553,0.088,-0.709,-0.7
AGV1,1852.824,8325.581,3694.993,9508.496,0.051,-0.706,-0.706
AGV1,1858.712,8314.166,3692.825,9443.273,0.042,-0.719,-0.693
AGV1,1862.568,8309.604,3691.134,9378.007,0.036,-0.731,-0.681
AGV1,1867.886,8296.357,3689.446,9312.554,-0.032,-0.973,-0.227
AGV1,1875.977,8273.973,3687.097,9247.292,-0.043,-0.993,-0.106
AGV1,1882.503,8254.436,3684.645,9181.632,-0.046,-0.994,-0.103
AGV1,1893.534,8228.115,3682.435,9116.534,-0.057,-0.996,-0.075
AGV1,1899.78,8213.717,3679.15,9051.296,-0.06,-0.992,-0.107
AGV1,1907.572,8197.532,3676.14,8986.186,-0.062,-0.99,-0.127
AGV1,1919.122,8173.787,3673.298,8920.151,-0.063,-0.985,-0.163
AGV1,1932.446,8143.571,3669.924,8855.306,-0.077,-0.987,-0.141
AGV1,1947.486,8108.231,3666.334,8790.21,-0.098,-0.954,-0.284
AGV1,1963.605,8071.654,3662.617,8724.775,0.016,-0.722,-0.692
AGV1,1978.852,8038.302,3658.393,8659.959,-0.01,-0.722,-0.692
AGV1,1989.787,8011.264,3654.216,8594.412,-0.014,-0.737,-0.675
AGV1,1998.496,7986.351,3649.204,8529.944,0.304,-0.881,-0.362
AGV1,2008.306,7960.895,3644.693,8464.113,0.725,-0.674,-0.138
AGV1,2021.485,7927.144,3639.122,8399.329,0.913,-0.373,-0.161
AGV1,2034.077,7892.994,3632.097,8333.877,0.98,0.127,-0.155
AGV1,2038.28,7880.097,3626.266,8268.085,0.975,-0.075,-0.211
AGV1,2040.276,7872.524,3619.954,8204.487,0.975,-0.074,-0.207
AGV1,2044.207,7862.355,3610.807,8140.067,0.966,-0.099,-0.24
AGV1,2049.563,7852.68,3599.99,8074.876,0.979,0.02,-0.201
AGV1,2055.037,7844.975,3591.195,8010.235,0.981,0.028,-0.19
AGV1,2060.38,7837.491,3581.437,7945.56,0.983,-0.004,-0.182
AGV1,2062.026,7835.52,3568.546,7881.479,0.966,0.174,-0.192
AGV1,2061.782,7834.403,3549.742,7818.817,0.97,0.124,-0.208
AGV1,2061.41,7828.471,3528.329,7756.413,0.973,0.055,-0.226
AGV1,2063.803,7820.589,3510.052,7693.745,0.978,0.004,-0.208
AGV1,2066.246,7816.768,3489.09,7631.659,0.88,-0.4,-0.255
AGV1,2069.211,7811.507,3463.078,7572.554,0.883,-0.395,-0.254
AGV1,2076.571,7794.842,3430.575,7514.891,0.879,-0.397,-0.265
AGV1,2080.939,7784.725,3393.17,7458.604,0.856,-0.452,-0.25
AGV1,2082.148,7781.834,3354.088,7408.451,0.837,-0.492,-0.239
AGV1,2082.545,7780.832,3311.749,7358.084,0.83,-0.494,-0.258
AGV1,2082.728,7780.362,3270.983,7306.879,0.81,-0.523,-0.265
AGV1,2082.745,7780.319,3226.754,7258.542,0.928,-0.283,-0.24
AGV1,2082.745,7780.319,3178.441,7215.753,0.928,-0.286,-0.238
AGV1,2082.745,7780.319,3126.19,7176.125,0.966,-0.142,-0.214
AGV1,2082.745,7780.319,3070.858,7140.084,0.981,-0.024,-0.194
AGV1,2082.745,7780.319,3014.813,7105.94,0.905,0.383,-0.185
AGV1,2082.745,7780.319,2959.101,7071.788,0.709,0.674,-0.207
AGV1,2082.745,7780.319,2901.831,7040.36,0.822,0.511,-0.25
AGV1,2082.745,7780.319,2842.084,7014.486,0.774,0.609,-0.172
AGV1,2082.745,7780.319,2782.426,6985.472,0.862,0.481,-0.159
AGV1,2082.745,7780.319,2724.289,6955.706,0.957,-0.192,-0.218
AGV1,2082.745,7780.319,2665.258,6927.267,0.49,-0.84,-0.234
AGV1,2082.745,7780.319,2605.572,6902.841,0.46,-0.847,-0.268
AGV1,2082.745,7780.319,2542.827,6884.219,0.508,-0.817,-0.273
AGV1,2082.745,7780.319,2479.163,6871.205,0.091,-0.965,-0.245
AGV1,2082.745,7780.319,2414.213,6858.885,0.017,-0.967,-0.255
AGV1,2082.745,7780.319,2350.219,6843.31,-0.167,-0.946,-0.278
AGV1,2082.745,7780.319,2286.693,6827.638,-0.245,-0.929,-0.276
AGV1,2082.898,7779.916,2223.296,6811.528,-0.287,-0.923,-0.257
AGV1,2084.595,7775.207,2159.848,6794.425,-0.439,-0.865,-0.243
AGV1,2087.998,7767.246,2096.181,6777.863,-0.642,-0.746,-0.174
AGV1,2092.899,7756.194,2033.311,6761.475,-0.371,-0.911,-0.18
AGV1,2097.211,7744.618,1970.364,6745.197,-0.206,-0.959,-0.194
AGV1,2100.71,7732.754,1906.186,6730.095,-0.223,-0.952,-0.208
AGV1,2102.075,7727.281,1842.48,6719.177,-0.253,-0.949,-0.188
AGV1,2106.262,7708.358,1777.07,6714.623,-0.299,-0.926,-0.23
AGV1,2110.123,7678.122,1711.105,6709.399,-0.352,-0.915,-0.198
AGV1,2113.521,7647.027,1646.469,6701.733,-0.394,-0.896,-0.206
AGV1,2117.365,7614.392,1581.295,6693.001,-0.411,-0.891,-0.193
AGV1,2121.204,7585.343,1517.094,6680.769,-0.14,-0.962,-0.233
AGV1,2121.708,7575.294,1454.772,6662.159,-0.135,-0.946,-0.293
AGV1,2121.246,7557.408,1393.604,6637.597,-0.234,-0.929,-0.288
AGV1,2121.042,7534.192,1334.731,6608.837,-0.199,-0.952,-0.233
AGV1,2122.866,7505.006,1277.833,6575.615,-0.204,-0.959,-0.195
AGV1,2125.892,7473.981,1224.329,6538.823,-0.235,-0.952,-0.194
AGV1,2129.686,7442.162,1172.336,6497.216,-0.379,-0.896,-0.231
AGV1,2132.379,7421.573,1125.009,6453.253,-0.372,-0.908,-0.194
AGV1,2135.119,7407.729,1079.535,6404.489,-0.206,-0.958,-0.2
AGV1,2141.325,7380.936,1038.638,6353.536,-0.236,-0.96,-0.148
AGV1,2148.335,7348.828,1001.252,6299.345,-0.235,-0.958,-0.162
AGV1,2155.967,7318.256,968.092,6242.826,-0.24,-0.956,-0.169
AGV1,2157.179,7310.213,938.992,6183.726,-0.226,-0.954,-0.197
AGV1,2162.133,7288.343,914.413,6123.029,-0.247,-0.954,-0.172
AGV1,2172.908,7254.176,894.225,6060.349,-0.277,-0.942,-0.191
AGV1,2185.318,7217.041,878.716,5996.543,-0.281,-0.945,-0.168
AGV1,2198.935,7176.247,867.85,5931.568,-0.287,-0.947,-0.142
AGV1,2212.079,7135.196,861.802,5866.367,-0.307,-0.937,-0.167
AGV1,2224.469,7093.525,860.53,5800.34,-0.337,-0.932,-0.129
AGV1,2230.722,7075.01,863.058,5735.069,-0.351,-0.926,-0.137
AGV1,2237.518,7060.171,862.416,5668.448,-0.36,-0.918,-0.165
AGV1,2242.34,7036.571,860.389,5603.258,-0.383,-0.914,-0.134
AGV1,2244.904,7012.065,858.447,5537.907,-0.388,-0.911,-0.136
AGV1,2246.197,6987.34,856.384,5472.176,-0.36,-0.924,-0.128
AGV1,2246.357,6962.577,854.245,5407.181,-0.358,-0.925,-0.125
AGV1,2250.252,6947.257,852.065,5341.396,-0.37,-0.914,-0.166
AGV1,2255.93,6924.095,849.927,5276.191,-0.387,-0.907,-0.168
AGV1,2252.789,6899.216,847.823,5211.458,-0.405,-0.9,-0.164
AGV1,2240.218,6870.526,845.732,5146.968,-0.428,-0.891,-0.15
AGV1,2222.758,6842.548,843.575,5080.646,-0.411,-0.902,-0.136
AGV1,2210.562,6824.88,841.441,5015.264,-0.391,-0.912,-0.125
AGV1,2202.691,6811.584,839.317,4950.165,-0.381,-0.915,-0.135
AGV1,2190.167,6791.707,837.178,4884.57,-0.361,-0.917,-0.166
AGV1,2174.008,6772.047,835.036,4818.868,-0.338,-0.93,-0.144
AGV1,2155.641,6751.45,832.912,4753.72,-0.325,-0.937,-0.131
AGV1,2137.136,6730.347,830.784,4688.438,-0.324,-0.94,-0.107
AGV1,2125.855,6714.648,828.653,4623.065,-0.302,-0.944,-0.135
AGV1,2116.676,6696.079,826.545,4558.17,-0.295,-0.941,-0.164
AGV1,2104.751,6678.912,825.064,4493.034,-0.43,-0.884,-0.184
AGV1,2093.624,6663.818,824.552,4427.487,-0.434,-0.884,-0.173
AGV1,2079.448,6638.899,823.216,4361.842,-0.271,-0.941,-0.203
AGV1,2066.211,6613.184,822.069,4296.47,-0.276,-0.94,-0.198
AGV1,2054.299,6588.993,821.839,4231.717,-0.286,-0.943,-0.169
AGV1,2048.977,6579.034,821.348,4165.841,-0.295,-0.938,-0.18
AGV1,2043.471,6565.498,820.801,4100.573,-0.299,-0.944,-0.138
AGV1,2038.802,6546.106,821.46,4034.81,-0.305,-0.942,-0.137
AGV1,2035.798,6523.105,821.556,3969.85,-0.325,-0.932,-0.157
AGV1,2034.961,6508.797,821.56,3904.755,-0.31,-0.933,-0.185
AGV1,2033.11,6498.762,821.625,3838.965,-0.323,-0.923,-0.207
AGV1,2030.65,6476.766,822.094,3773.941,-0.289,-0.932,-0.217
AGV1,2030.902,6449.504,823.323,3708.392,-0.304,-0.932,-0.196
AGV1,2033.688,6419.799,823.916,3643.415,-0.305,-0.935,-0.181
AGV1,2036.418,6394.098,824.553,3578.164,-0.32,-0.929,-0.188
AGV1,2037.137,6376.692,825.22,3512.985,-0.35,-0.919,-0.181
AGV1,2037.737,6357.154,825.923,3446.837,-0.339,-0.913,-0.226
AGV1,2040.471,6328.282,826.683,3382.308,-0.353,-0.912,-0.208
AGV1,2044.825,6295.515,827.762,3316.374,-0.393,-0.897,-0.201
AGV1,2051.018,6260.387,828.924,3251.162,-0.411,-0.889,-0.202
AGV1,2058.563,6226.625,829.925,3185.789,-0.425,-0.88,-0.213
AGV1,2059.782,6220.63,830.973,3120.483,-0.437,-0.864,-0.251
AGV1,2060.192,6206.647,832.061,3055.496,-0.454,-0.852,-0.261
AGV1,2062.359,6189.798,833.206,2989.985,-0.491,-0.839,-0.235
AGV1,2065.679,6171.467,834.651,2924.211,-0.588,-0.769,-0.25
AGV1,2067.235,6161.465,836.072,2858.728,-0.648,-0.725,-0.233
AGV1,2067.256,6159.603,837.398,2793.845,-0.702,-0.673,-0.233
AGV1,2067.256,6159.603,838.773,2728.387,-0.745,-0.631,-0.217
AGV1,2067.136,6159.927,840.18,2662.94,-0.721,-0.656,-0.221
AGV1,2067.104,6160.107,841.605,2597.833,-0.653,-0.72,-0.235
AGV1,2066.64,6154.797,843.069,2531.855,-0.605,-0.747,-0.273
AGV1,2065.158,6142.861,844.5,2466.799,-0.607,-0.753,-0.254
AGV1,2060.543,6129.874,845.99,2401.8,-0.614,-0.747,-0.254
AGV1,2050.506,6110.982,847.517,2335.627,-0.642,-0.733,-0.223
AGV1,2037.879,6089.977,849.036,2270.77,-0.662,-0.705,-0.255
AGV1,2023.758,6067.427,850.56,2205.477,-0.658,-0.699,-0.279
AGV1,2012.687,6049.314,852.121,2140.206,-0.623,-0.721,-0.304
AGV1,2002.542,6035.399,853.65,2075.21,-0.623,-0.709,-0.332
AGV1,1987.332,6014.628,855.211,2009.47,-0.648,-0.67,-0.362
AGV1,1969.29,5990.267,856.756,1944.235,-0.668,-0.662,-0.339
AGV1,1949.084,5964.058,858.31,1878.696,-0.658,-0.65,-0.38
