AGV_name,User_X,User_Y,AGV_X,AGV_Y,GazeDirection_X,GazeDirection_Y,GazeDirection_Z
AGV1,1555.211,8498.014,3700.0,11579.905,0.195,0.176,-0.965
AGV1,1555.211,8498.014,3699.994,11579.699,0.201,0.18,-0.963
AGV1,1555.211,8498.014,3699.996,11578.265,0.183,0.183,-0.966
AGV1,1555.211,8498.014,3700.001,11575.343,0.209,0.194,-0.958
AGV1,1555.211,8498.014,3700.003,11570.862,0.216,0.193,-0.957
AGV1,1555.211,8498.014,3700.002,11564.702,0.241,0.179,-0.954
AGV1,1555.211,8498.014,3700.0,11556.816,0.301,0.207,-0.931
AGV1,1555.211,8498.014,3700.002,11547.39,0.378,0.258,-0.889
AGV1,1555.211,8498.014,3700.005,11536.411,0.354,0.193,-0.915
AGV1,1555.211,8498.014,3700.007,11523.798,0.385,0.164,-0.908
AGV1,1555.211,8498.014,3700.008,11509.549,0.451,0.224,-0.864
AGV1,1555.211,8498.014,3700.008,11493.555,0.484,0.299,-0.822
AGV1,1555.353,8498.009,3700.009,11475.966,0.484,0.419,-0.768
AGV1,1555.513,8498.01,3700.011,11456.816,0.051,0.482,-0.875
AGV1,1555.513,8498.01,3700.013,11435.893,-0.09,0.456,-0.885
AGV1,1555.513,8498.01,3700.015,11413.529,-0.021,0.404,-0.914
AGV1,1555.513,8498.01,3700.017,11389.525,0.007,0.417,-0.908
AGV1,1555.513,8498.01,3700.02,11363.785,0.286,0.459,-0.841
AGV1,1555.083,8497.555,3700.022,11336.446,0.267,0.464,-0.844
AGV1,1554.443,8496.861,3700.025,11307.736,0.224,0.478,-0.849
AGV1,1554.409,8496.593,3700.028,11277.147,0.149,0.504,-0.851
AGV1,1554.323,8495.921,3700.032,11245.32,0.041,0.494,-0.868
AGV1,1554.33,8495.198,3700.036,11211.502,-0.37,0.371,-0.852
AGV1,1554.156,8493.514,3700.041,11176.238,-0.392,0.345,-0.852
AGV1,1554.046,8492.34,3700.046,11139.324,-0.555,0.236,-0.798
AGV1,1554.117,8492.361,3700.052,11100.739,-0.578,0.249,-0.777
AGV1,1557.522,8491.155,3700.059,11060.485,-0.567,0.285,-0.773
AGV1,1563.106,8488.973,3700.066,11018.687,-0.365,0.479,-0.798
AGV1,1576.138,8487.992,3700.074,10974.658,-0.459,0.444,-0.769
AGV1,1579.058,8487.55,3700.083,10929.798,-0.62,0.294,-0.727
AGV1,1582.341,8485.483,3700.093,10882.429,-0.876,-0.297,-0.38
AGV1,1585.902,8483.823,3700.104,10833.284,-0.813,-0.512,-0.277
AGV1,1589.728,8482.861,3700.116,10781.659,-0.857,-0.448,-0.255
AGV1,1593.705,8482.52,3700.128,10728.208,-0.821,-0.534,-0.202
AGV1,1597.71,8482.948,3700.142,10672.602,-0.744,-0.639,-0.197
AGV1,1600.536,8483.592,3700.157,10615.013,-0.589,-0.792,-0.16
AGV1,1600.536,8483.592,3700.173,10554.518,-0.178,-0.975,-0.128
AGV1,1600.718,8483.723,3700.191,10491.905,-0.161,-0.976,-0.145
AGV1,1600.868,8483.859,3700.21,10426.484,-0.161,-0.969,-0.188
AGV1,1600.917,8483.908,3700.229,10360.938,0.157,-0.951,-0.265
AGV1,1600.917,8483.908,3700.249,10295.177,0.176,-0.965,-0.194
AGV1,1600.917,8483.908,3700.268,10230.396,0.199,-0.977,-0.075
AGV1,1601.062,8484.268,3700.287,10164.509,0.169,-0.98,-0.099
AGV1,1604.242,8492.011,3700.306,10099.34,0.167,-0.982,-0.079
AGV1,1608.015,8503.535,3700.329,10023.933,-0.011,-1.0,-0.016
AGV1,1610.472,8518.531,3700.365,9902.237,0.625,-0.777,-0.075
AGV1,1609.727,8521.076,3700.384,9836.694,0.629,-0.769,-0.113
AGV1,1604.012,8526.085,3700.106,9771.064,0.665,-0.72,-0.199
AGV1,1600.574,8529.489,3698.11,9705.802,0.466,-0.869,-0.164
AGV1,1600.224,8529.82,3696.882,9640.149,0.022,-0.999,-0.038
AGV1,1600.224,8529.82,3695.831,9574.818,-0.09,-0.993,-0.08
AGV1,1600.224,8529.82,3694.704,9508.493,-0.106,-0.993,-0.057
AGV1,1601.235,8525.716,3693.316,9443.623,-0.082,-0.993,-0.078
AGV1,1600.846,8525.154,3690.919,9378.224,-0.012,-0.995,-0.101
AGV1,1600.687,8524.551,3689.234,9312.894,-0.016,-0.985,-0.173
AGV1,1599.116,8524.631,3687.304,9246.809,-0.019,-0.965,-0.262
AGV1,1596.143,8526.428,3684.563,9181.416,-0.06,-0.808,-0.586
AGV1,1595.145,8527.086,3682.317,9116.093,-0.021,-0.441,-0.897
AGV1,1594.901,8527.269,3679.408,9050.242,-0.042,-0.421,-0.906
AGV1,1595.169,8525.678,3676.233,8985.839,-0.037,-0.507,-0.861
AGV1,1595.562,8516.311,3673.369,8919.661,0.024,-0.712,-0.702
AGV1,1594.218,8507.125,3669.963,8854.557,0.257,-0.834,-0.489
AGV1,1590.692,8496.323,3666.312,8789.072,0.537,-0.843,-0.028
AGV1,1586.702,8485.599,3662.792,8723.568,0.698,-0.715,-0.022
AGV1,1558.194,8406.914,3632.431,8341.2,0.989,-0.109,-0.093
AGV1,1558.088,8407.326,3626.482,8275.645,0.985,-0.11,-0.128
AGV1,1557.844,8407.655,3620.235,8210.802,0.979,-0.161,-0.124
AGV1,1557.512,8407.789,3611.442,8145.411,0.957,-0.262,-0.123
AGV1,1557.385,8407.808,3600.322,8080.928,0.94,-0.322,-0.11
AGV1,1557.366,8407.424,3591.289,8015.615,0.922,-0.362,-0.138
AGV1,1557.382,8400.358,3582.066,7951.112,0.834,-0.529,-0.153
