GazeDirection_X,GazeDirection_Y,GazeDirection_Z,AGV_X,AGV_Y,User_X,User_Y,AGV_name
0.09686,0.6688200000000001,-0.71776,3699.99632,11569.92588,1653.346,8539.849,AGV1
0.1135633802816901,0.6371267605633802,-0.7270704225352113,3700.0000281690136,11463.940211267603,1650.9998169014084,8536.979549295775,AGV1
0.2044722222222222,0.6515833333333334,-0.7048194444444444,3700.025291666667,11187.041583333332,1647.659263888889,8532.576347222222,AGV1
0.6285774647887323,-0.1501971830985915,-0.726,3700.115112676057,10727.759830985917,1646.891985915493,8539.947971830985,AGV1
0.5656666666666667,-0.1330138888888888,-0.8010972222222222,3700.276763888889,10094.065388888888,1653.4225555555556,8553.15138888889,AGV1
0.1066176470588235,-0.7839117647058823,-0.5445882352941176,3691.993191176471,9439.086647058824,1657.9485294117646,8540.123352941177,AGV1
0.9911818181818184,-0.0919090909090909,-0.0661363636363636,3649.573863636364,8537.669045454546,1675.8062272727273,8409.674727272726,AGV1
0.9293484848484848,-0.3313181818181818,-0.0648636363636363,3597.902924242424,8092.911530303029,1674.709787878788,8404.925545454545,AGV1
0.713718309859155,-0.686774647887324,-0.0826056338028169,3380.4325492957746,7465.012619718309,1680.8765352112675,8376.417211267606,AGV1
0.4098225806451613,-0.8871290322580646,-0.0805322580645161,2907.565370967742,7055.745612903226,1683.759,8370.843,AGV1
-0.5908307692307692,-0.7363846153846154,-0.1358769230769231,2224.3182153846155,6813.82203076923,1683.759,8370.843,AGV1
-0.2743194444444444,-0.9345,-0.1006944444444444,1588.2239166666668,6680.882874999999,1683.759,8370.843,AGV1
-0.0919032258064516,-0.9911290322580646,-0.0489193548387096,1051.073370967742,6333.489564516129,1685.1309516129031,8363.154241935485,AGV1
-0.0115211267605633,-0.9331408450704224,-0.2246338028169014,866.4045915492958,5700.882169014085,1693.1125211267606,8259.382859154928,AGV1
-0.0835,-0.9689642857142856,-0.0882678571428571,840.4964107142857,5059.835839285714,1726.7381428571427,8016.417642857143,AGV1
-0.0382361111111111,-0.9751944444444444,-0.1638472222222222,821.5580138888889,4358.586625,1756.7979305555557,7611.433125,AGV1
-0.0759166666666666,-0.9784166666666666,-0.1543333333333333,823.4206250000001,3684.525694444444,1758.7970833333334,7176.335069444444,AGV1
-0.1700416666666666,-0.968625,-0.1460416666666666,833.6464027777778,3010.691138888889,1781.342,6717.020791666666,AGV1
-0.2420277777777777,-0.9595,-0.1214027777777777,847.7304027777777,2337.146097222222,1717.2015,6341.896708333334,AGV1
0.1399859154929577,-0.8029999999999999,-0.4432394366197183,863.2335915492957,1668.4181830985915,1563.9989577464787,6055.484549295775,AGV1
0.4595277777777777,-0.5000833333333333,-0.7301944444444444,870.7754444444445,1319.4325972222225,1517.568888888889,5953.210486111111,AGV1
0.4882777777777777,-0.5801944444444445,-0.6004305555555556,869.073263888889,1365.599986111111,1518.8869444444445,5946.509319444444,AGV1
0.0644722222222222,-0.9688055555555556,-0.0361944444444444,871.9259166666666,1282.3893888888888,1525.692875,5943.229402777778,AGV1
0.6579583333333333,-0.7466527777777778,-0.0492222222222222,872.8018472222222,1261.2628472222225,1527.6526666666666,5953.591486111111,AGV1
0.5279166666666666,-0.8094861111111111,-0.1700972222222222,872.9149722222222,1261.226,1528.357166666667,5954.925847222223,AGV1
0.1384929577464788,-0.9536901408450704,-0.0988450704225352,873.0144788732395,1261.226,1528.423,5954.737,AGV1
0.549125,-0.8123055555555555,-0.0069861111111111,873.1140416666667,1261.2255972222222,1528.423,5954.737,AGV1
0.5486805555555555,-0.7975138888888889,-0.1608055555555555,873.2143194444444,1261.225013888889,1528.423,5954.737,AGV1
0.1683194444444444,-0.9380555555555556,-0.019375,873.3147916666667,1261.224972222222,1528.423,5954.737,AGV1
0.2429861111111111,-0.8917638888888888,-0.0241944444444444,873.4149861111111,1261.2240555555554,1528.423,5954.737,AGV1
0.2590277777777777,-0.879625,-0.0499027777777777,873.5151805555556,1261.224,1528.4529027777778,5954.571166666667,AGV1
0.4945070422535211,-0.8365774647887324,-0.1797183098591549,873.6147605633803,1261.2231690140843,1528.659,5953.428,AGV1
0.1235833333333333,-0.9533472222222223,-0.0821388888888888,873.7144305555555,1261.2229166666666,1528.7929583333334,5952.810583333334,AGV1
0.5991527777777779,-0.7858611111111111,-0.0377222222222222,873.8146666666667,1261.2220555555557,1528.833,5952.626,AGV1
0.5360694444444445,-0.8211111111111111,-0.1344027777777777,873.9150138888889,1261.2215972222225,1528.833,5952.626,AGV1
0.5398888888888889,-0.8278888888888889,-0.1130138888888889,874.0152499999999,1261.2209027777778,1528.833,5952.626,AGV1
0.4178,-0.88455,-0.20495,874.07925,1261.2201,1528.833,5952.626,AGV1
-0.5443888888888888,-0.2129722222222222,-0.7868333333333334,15095.296666666669,6680.00125,13285.655083333331,5912.784944444445,AGV10
-0.8375416666666667,0.3100972222222222,-0.3914999999999999,15018.89961111111,6679.992680555555,13261.72275,5918.693027777777,AGV10
-0.941030303030303,0.2233030303030303,-0.173,14862.859727272727,6679.978515151515,13187.937515151516,5967.91896969697,AGV10
-0.9960625,-0.0059375,-0.083,14162.59675,6679.8510625,12885.4230625,6089.225,AGV10
-0.9287592592592592,0.0273333333333333,-0.3223518518518518,13845.757962962964,6679.761462962963,12744.440407407408,6081.418092592592,AGV10
-0.9282923076923076,-0.0093846153846153,-0.3649076923076923,13055.24776923077,6679.528261538461,12219.101338461538,6076.903261538461,AGV10
-0.8821111111111111,-0.0168055555555555,-0.4302361111111111,12414.152694444443,6679.338694444445,11814.68101388889,6053.964694444444,AGV10
-0.9781833333333332,0.0150166666666666,-0.1862333333333333,11735.0554,6679.133583333333,11445.6039,6052.278516666667,AGV10
