AGV_name,User_X,User_Y,AGV_X,AGV_Y,GazeDirection_X,GazeDirection_Y,GazeDirection_Z
AGV1,1727.597,8429.544,3700.0,11579.905,-0.473,0.277,-0.836
AGV1,1727.581,8429.617,3699.993,11579.697,-0.493,0.154,-0.856
AGV1,1727.55,8429.779,3699.996,11578.265,-0.499,0.103,-0.86
AGV1,1727.55,8429.779,3700.001,11575.334,-0.506,0.122,-0.854
AGV1,1727.55,8429.779,3700.003,11570.888,-0.509,0.136,-0.85
AGV1,1727.55,8429.779,3700.002,11564.747,-0.517,0.125,-0.847
AGV1,1727.55,8429.779,3700.0,11556.898,-0.564,-0.211,-0.798
AGV1,1727.55,8429.779,3700.002,11547.392,-0.503,-0.358,-0.787
AGV1,1727.55,8429.779,3700.004,11536.332,-0.441,-0.424,-0.791
AGV1,1727.55,8429.779,3700.006,11523.748,-0.298,-0.62,-0.725
AGV1,1727.325,8429.0,3700.007,11509.478,-0.312,-0.615,-0.724
AGV1,1726.881,8426.637,3700.008,11493.662,-0.23,-0.736,-0.636
AGV1,1726.582,8424.507,3700.009,11476.235,-0.256,-0.769,-0.586
AGV1,1724.172,8424.092,3700.011,11457.082,-0.137,-0.976,-0.17
AGV1,1720.337,8423.378,3700.013,11436.211,-0.067,-0.99,-0.12
AGV1,1714.195,8421.643,3700.015,11413.893,-0.068,-0.988,-0.137
AGV1,1710.398,8418.76,3700.017,11389.952,0.114,-0.988,-0.099
AGV1,1708.76,8416.656,3700.019,11364.222,0.188,-0.98,-0.067
AGV1,1706.472,8414.345,3700.022,11336.842,0.242,-0.967,-0.081
AGV1,1704.228,8411.026,3700.025,11308.168,0.558,-0.809,-0.186
AGV1,1702.459,8407.425,3700.028,11277.779,0.94,-0.324,-0.111
AGV1,1701.406,8404.741,3700.031,11245.61,0.96,-0.27,-0.077
AGV1,1701.406,8404.741,3700.035,11211.989,0.922,-0.371,-0.111
AGV1,1701.403,8404.817,3700.04,11176.616,0.896,-0.42,-0.143
AGV1,1701.106,8407.268,3700.046,11139.454,0.936,-0.319,-0.151
AGV1,1696.882,8402.501,3700.051,11100.979,0.92,-0.354,-0.169
AGV1,1696.032,8392.439,3700.058,11060.711,0.895,-0.408,-0.181
