AGV_name,User_X,User_Y,AGV_X,AGV_Y,GazeDirection_X,GazeDirection_Y,GazeDirection_Z
AGV1,1542.244,8579.969,3700.0,11579.905,0.017,0.797,-0.604
AGV1,1542.244,8579.969,3699.993,11579.692,0.01,0.809,-0.588
AGV1,1542.244,8579.969,3699.996,11578.241,-0.006,0.83,-0.558
AGV1,1542.244,8579.969,3700.001,11575.313,-0.029,0.839,-0.544
AGV1,1542.244,8579.969,3700.003,11570.849,-0.069,0.832,-0.55
AGV1,1542.244,8579.969,3700.002,11564.682,-0.148,0.82,-0.553
AGV1,1542.15,8580.18,3700.0,11556.831,-0.227,0.812,-0.537
AGV1,1542.15,8580.18,3700.002,11547.298,-0.335,0.8,-0.498
AGV1,1542.15,8580.18,3700.004,11536.264,-0.467,0.73,-0.498
AGV1,1546.139,8579.792,3700.007,11523.594,-0.593,0.657,-0.466
AGV1,1557.477,8579.298,3700.008,11509.34,-0.721,0.558,-0.41
AGV1,1559.035,8579.526,3700.008,11493.342,-0.801,0.416,-0.432
AGV1,1561.184,8579.988,3700.009,11475.731,-0.852,0.247,-0.461
AGV1,1561.184,8579.988,3700.011,11456.298,-0.872,0.055,-0.486
AGV1,1560.904,8580.14,3700.013,11435.678,-0.852,-0.131,-0.506
AGV1,1559.299,8580.176,3700.015,11413.207,-0.794,-0.277,-0.542
AGV1,1558.301,8580.176,3700.017,11389.127,-0.714,-0.41,-0.568
AGV1,1558.191,8580.176,3700.019,11363.54,-0.645,-0.522,-0.558
AGV1,1558.29,8580.18,3700.022,11336.369,-0.569,-0.634,-0.524
AGV1,1557.985,8580.18,3700.025,11307.7,-0.517,-0.716,-0.469
AGV1,1557.809,8580.18,3700.028,11277.132,-0.468,-0.776,-0.424
AGV1,1557.809,8580.18,3700.032,11245.22,-0.362,-0.839,-0.406
AGV1,1554.14,8580.18,3700.036,11211.475,-0.22,-0.882,-0.418
AGV1,1548.797,8580.008,3700.041,11176.02,-0.122,-0.895,-0.43
AGV1,1548.929,8580.096,3700.046,11139.029,-0.021,-0.889,-0.457
AGV1,1549.015,8580.113,3700.052,11100.663,0.117,-0.89,-0.442
AGV1,1547.936,8580.113,3700.059,11060.416,0.278,-0.87,-0.408
AGV1,1543.082,8580.103,3700.066,11018.613,0.498,-0.783,-0.374
AGV1,1541.941,8579.948,3700.074,10974.992,0.659,-0.679,-0.322
AGV1,1541.772,8579.94,3700.084,10929.462,0.74,-0.599,-0.307
AGV1,1541.772,8579.94,3700.093,10882.193,0.791,-0.539,-0.29
AGV1,1541.127,8578.904,3700.104,10832.823,0.834,-0.469,-0.29
AGV1,1538.658,8575.142,3700.116,10781.389,0.836,-0.444,-0.322
AGV1,1538.579,8575.023,3700.129,10727.845,0.817,-0.472,-0.331
AGV1,1538.579,8575.023,3700.143,10672.112,0.806,-0.47,-0.36
AGV1,1538.579,8575.023,3700.158,10613.786,0.84,-0.424,-0.339
AGV1,1538.581,8575.037,3700.174,10553.479,0.854,-0.375,-0.36
AGV1,1538.381,8575.223,3700.192,10490.12,0.854,-0.382,-0.354
AGV1,1538.381,8575.223,3700.211,10424.445,0.845,-0.403,-0.352
AGV1,1538.24,8570.835,3700.23,10358.862,0.855,-0.418,-0.306
AGV1,1538.75,8565.404,3700.25,10293.688,0.869,-0.382,-0.314
