PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
1,SLD,1,15:28:12,1,AGV1,1542.244,8579.969,-209.97,-26.282679,-89.067512,10.70554,-132.891,20.767,153.872,3700.0,11579.905,-296.104,0.108285,-90.0,8e-06,0.0,BP_Affordance_C_0,1675.135,8559.202,-56.098,0.017,0.797,-0.604,0.998047
1,SLD,1,15:28:12,8,AGV1,1542.244,8579.969,-209.97,-25.811713,-88.642303,10.400619,-132.924,21.447,154.285,3699.993,11579.692,-288.576,0.311948,-90.000003,0.008555,0.041569,BP_Affordance_C_0,1675.169,8558.522,-55.685,0.01,0.809,-0.588,0.998047
1,SLD,1,15:28:12,15,AGV1,1542.244,8579.969,-209.97,-24.954269,-87.954114,9.885028,-132.954,22.431,154.889,3699.996,11578.241,-279.563,0.532235,-90.000174,0.00716,0.411456,BP_CheckPoint1,1675.198,8557.538,-55.081,-0.006,0.83,-0.558,0.998047
1,SLD,2,15:28:13,1,AGV1,1542.244,8579.969,-209.97,-24.056549,-87.019552,9.677221,-133.088,23.682,155.701,3700.001,11575.313,-277.51,0.568046,-90.000282,0.001862,0.772456,BP_CheckPoint1,1675.332,8556.287,-54.269,-0.029,0.839,-0.544,0.998047
1,SLD,2,15:28:13,8,AGV1,1542.244,8579.969,-209.97,-23.416224,-84.566232,8.405967,-133.252,25.289,156.541,3700.003,11570.849,-281.286,0.497814,-90.000077,0.000323,1.137986,BP_CheckPoint1,1675.497,8554.68,-53.429,-0.069,0.832,-0.55,0.998047
1,SLD,2,15:28:13,15,AGV1,1542.244,8579.969,-209.97,-23.24771,-80.452781,7.023274,-133.128,27.148,157.283,3700.002,11564.682,-285.113,0.487239,-89.999564,0.003411,1.518111,BP_CheckPoint1,1675.372,8552.822,-52.687,-0.148,0.82,-0.553,0.998047
1,SLD,2,15:28:13,22,AGV1,1542.15,8580.18,-210.163,-22.861069,-74.910165,6.241254,-132.67,29.366,157.884,3700.0,11556.831,-285.598,0.559389,-89.998966,0.006267,1.900335,BP_CheckPoint1,1674.82,8550.813,-52.28,-0.227,0.812,-0.537,0.998047
1,SLD,2,15:28:13,29,AGV1,1542.15,8580.18,-210.163,-20.721227,-67.525277,4.886607,-131.607,32.028,158.828,3700.002,11547.298,-283.746,0.61963,-89.998417,0.005984,2.278173,BP_CheckPoint1,1673.756,8548.152,-51.336,-0.335,0.8,-0.498,0.998047
1,SLD,2,15:28:13,36,AGV1,1542.15,8580.18,-210.163,-19.033801,-57.652196,4.177084,-129.686,35.582,159.906,3700.004,11536.264,-282.197,0.602985,-89.997888,0.00399,2.650707,BP_CheckPoint1,1671.836,8544.598,-50.258,-0.467,0.73,-0.498,0.998047
1,SLD,2,15:28:13,43,AGV1,1546.139,8579.792,-209.925,-17.174749,-47.507087,4.843256,-127.191,40.197,160.886,3700.007,11523.594,-282.17,0.538352,-89.997286,0.002857,3.019636,BP_CheckPoint1,1671.705,8539.726,-49.039,-0.593,0.657,-0.466,0.998047
