PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
8,NSL,1,10:59:58,1,AGV1,1601.937,8432.326,-209.725,-34.969642,-133.321766,1.336365,-39.328,-146.62,178.61,3700.0,11579.905,-296.104,0.108284,-90.0,8e-06,0.0,BP_Affordance_C_0,1641.265,8578.946,-31.115,0.178,0.414,-0.892,0.998047
8,NSL,1,10:59:58,8,AGV1,1601.937,8432.326,-209.725,-35.934804,-134.064338,0.925038,-38.663,-146.467,179.405,3699.993,11579.697,-288.63,0.310405,-90.000004,0.008571,0.040222,BP_Affordance_C_0,1640.6,8578.792,-30.32,0.162,0.415,-0.895,0.998047
8,NSL,2,10:59:59,2,AGV1,1602.582,8432.506,-209.725,-36.088514,-134.228892,-0.000254,-37.139,-145.963,180.933,3699.996,11578.256,-279.576,0.531536,-90.000172,0.007195,0.409824,BP_Affordance_C_0,1639.587,8578.447,-28.792,0.159,0.431,-0.888,0.998047
8,NSL,2,10:59:59,9,AGV1,1603.45,8432.597,-209.725,-37.173436,-137.718199,-0.241163,-34.931,-145.156,182.234,3700.001,11575.335,-277.504,0.56783,-90.00028,0.00187,0.770973,NW_FactoryFloor77,1638.312,8577.712,-27.491,0.195,0.403,-0.894,0.998047
8,NSL,2,10:59:59,16,AGV1,1603.831,8432.947,-209.725,-38.286846,-145.388621,2.029372,-32.664,-144.232,182.275,3700.004,11570.869,-281.288,0.497858,-90.000073,0.000313,1.13583,BP_Affordance_C_0,1636.445,8577.125,-27.45,0.314,0.17,-0.934,0.998047
8,NSL,2,10:59:59,23,AGV1,1604.169,8433.333,-209.725,-41.556415,-152.865295,2.060734,-30.935,-143.192,181.826,3700.002,11564.72,-285.107,0.487496,-89.999559,0.003394,1.514554,BP_Affordance_C_0,1635.056,8576.47,-27.899,0.286,0.101,-0.953,0.998047
8,NSL,2,10:59:59,30,AGV1,1601.422,8432.357,-209.725,-47.629336,-158.667991,4.38384,-30.039,-140.624,181.343,3700.0,11556.869,-285.597,0.559596,-89.99896,0.006263,1.895938,BP_Affordance_C_0,1632.422,8573.313,-28.382,0.253,-0.088,-0.964,0.998047
8,NSL,2,10:59:59,37,AGV1,1598.621,8433.056,-209.725,-47.037876,-163.48022,3.820565,-30.526,-136.91,181.852,3700.002,11547.345,-283.746,0.61972,-89.99841,0.00599,2.275904,BP_Affordance_C_0,1629.713,8569.471,-27.873,0.244,-0.076,-0.967,0.998047
8,NSL,2,10:59:59,44,AGV1,1597.558,8433.867,-209.725,-45.819602,-169.235303,4.374205,-31.549,-132.204,181.584,3700.005,11536.287,-282.195,0.602823,-89.997879,0.003989,2.64891,BP_Affordance_C_0,1629.148,8566.052,-28.141,0.266,-0.144,-0.953,0.998047
8,NSL,2,10:59:59,51,AGV1,1596.776,8433.865,-209.725,-48.758912,179.815938,8.679485,-32.295,-127.83,180.842,3700.007,11523.682,-282.169,0.538411,-89.997279,0.002858,3.017873,BP_Affordance_C_0,1629.071,8561.695,-28.883,0.194,-0.209,-0.958,0.998047
8,NSL,2,10:59:59,58,AGV1,1596.878,8433.765,-209.725,-49.939081,170.456044,9.688215,-32.88,-124.762,181.379,3700.008,11509.418,-283.029,0.49361,-89.99659,0.003291,3.391035,BP_Affordance_C_0,1629.987,8558.559,-28.349,0.144,-0.186,-0.972,0.998047
8,NSL,2,10:59:59,65,AGV1,1596.856,8433.629,-209.725,-47.855921,162.708188,7.97632,-33.095,-122.547,181.157,3700.008,11493.424,-283.64,0.499658,-89.995857,0.004246,3.764285,BP_Affordance_C_0,1629.973,8556.19,-28.568,0.13,-0.291,-0.948,0.998047
8,NSL,3,11:0:0,1,AGV1,1596.631,8433.575,-209.725,-49.374396,153.331255,7.939196,-32.968,-120.804,181.348,3700.009,11475.856,-283.571,0.534716,-89.995136,0.004633,4.138856,BP_Affordance_C_0,1629.637,8554.383,-28.377,0.059,-0.295,-0.954,0.998047
8,NSL,3,11:0:0,8,AGV1,1596.658,8433.507,-209.725,-46.572434,148.463468,7.269757,-32.605,-118.733,182.016,3700.011,11456.634,-283.176,0.560886,-89.994427,0.004354,4.512006,BP_Affordance_C_0,1629.169,8552.287,-27.709,0.148,-0.402,-0.903,0.998047
8,NSL,3,11:0:0,15,AGV1,1596.753,8433.484,-209.725,-44.122435,143.477111,4.714,-31.473,-116.551,182.681,3700.013,11435.859,-282.941,0.561347,-89.993717,0.003936,4.881539,BP_Affordance_C_0,1628.226,8550.035,-27.044,0.186,-0.408,-0.894,0.998047
8,NSL,3,11:0:0,22,AGV1,1596.671,8433.584,-209.725,-40.052355,136.916393,5.26511,-30.005,-114.35,183.629,3700.015,11413.446,-283.0,0.546336,-89.992988,0.003814,5.251963,BP_Affordance_C_0,1626.698,8547.89,-26.096,0.196,-0.45,-0.871,0.998047
8,NSL,3,11:0:0,29,AGV1,1596.513,8434.188,-209.725,-35.850857,130.542083,6.252743,-28.142,-111.904,184.76,3700.017,11389.444,-283.173,0.533989,-89.992245,0.003965,5.622551,BP_Affordance_C_0,1624.658,8546.09,-24.966,0.216,-0.545,-0.81,0.998047
8,NSL,3,11:0:0,36,AGV1,1596.513,8434.188,-209.725,-30.511789,125.845805,6.646123,-26.046,-109.547,185.91,3700.02,11363.873,-283.257,0.532514,-89.9915,0.004136,5.991153,BP_Affordance_C_0,1622.559,8543.735,-23.815,0.244,-0.587,-0.772,0.998047
8,NSL,3,11:0:0,43,AGV1,1597.434,8433.768,-209.725,-21.685871,124.133097,7.194232,-23.782,-107.858,187.47,3700.022,11336.743,-283.216,0.537968,-89.990758,0.004169,6.361345,NW_FactoryFloor77,1620.734,8541.849,-22.255,0.41,-0.799,-0.439,0.998047
8,NSL,3,11:0:0,50,AGV1,1607.934,8428.691,-209.725,-15.341659,123.519975,6.472746,-21.478,-107.71,188.5,3700.025,11307.859,-283.138,0.542883,-89.990015,0.004097,6.730395,NW_FactoryFloor77,1628.041,8537.022,-21.225,0.489,-0.872,-0.027,0.998047
8,NSL,3,11:0:0,57,AGV1,1615.901,8424.237,-209.725,-12.563399,122.722197,5.099404,-20.14,-108.527,189.293,3700.028,11277.331,-283.105,0.543696,-89.98927,0.004028,7.099073,NW_FactoryFloor76,1635.529,8533.129,-20.432,0.479,-0.87,-0.113,0.998047
8,NSL,3,11:0:0,64,AGV1,1617.278,8423.694,-209.725,-10.717332,120.846573,3.635086,-20.112,-109.85,189.812,3700.032,11245.409,-283.125,0.541889,-89.988526,0.004023,7.467391,NW_FactoryFloor76,1637.24,8533.564,-19.913,0.475,-0.869,-0.133,0.998047
8,NSL,3,11:0:0,71,AGV1,1618.793,8426.601,-209.725,-11.589571,117.395554,2.264658,-20.778,-111.675,189.677,3700.036,11211.746,-283.156,0.540442,-89.987935,0.003943,7.835772,NW_FactoryFloor76,1639.485,8538.242,-20.048,0.428,-0.886,-0.176,0.998047
8,NSL,4,11:0:1,6,AGV1,1619.546,8425.729,-209.725,-9.963239,109.845246,2.138278,-20.916,-112.686,189.776,3700.041,11176.352,-283.164,0.540763,-89.987476,0.003961,8.205908,NW_FactoryFloor76,1640.462,8538.442,-19.949,0.03,-0.994,-0.101,0.998047
8,NSL,4,11:0:1,13,AGV1,1622.938,8417.494,-209.725,-11.426868,102.396863,3.297985,-19.806,-113.189,189.8,3700.047,11139.499,-283.15,0.54225,-89.986937,0.004071,8.578001,NW_FactoryFloor76,1642.181,8531.941,-19.925,-0.133,-0.987,-0.093,0.998047
8,NSL,4,11:0:1,20,AGV1,1625.06,8418.098,-209.725,-10.170188,99.17748,3.750971,-18.154,-112.945,190.315,3700.052,11101.029,-283.134,0.543792,-89.986344,0.004101,8.951128,NW_FactoryFloor75,1643.097,8530.768,-19.41,-0.065,-0.994,-0.086,0.998047
8,NSL,4,11:0:1,27,AGV1,1624.95,8421.258,-209.725,-7.799901,99.426292,6.111421,-16.283,-112.41,190.516,3700.059,11060.864,-283.129,0.545299,-89.985959,0.003931,9.329103,SM_Wall_Divider_01_5m,1641.401,8533.652,-19.209,-0.003,-0.998,-0.062,0.998047
8,NSL,4,11:0:1,34,AGV1,1626.138,8413.695,-209.725,-5.130861,105.808261,6.815879,-15.411,-111.695,189.934,3700.067,11019.1,-283.133,0.549358,-89.985548,0.003962,9.716543,SM_Wall_Divider_01_5m,1640.986,8527.52,-19.791,0.119,-0.991,-0.062,0.998047
8,NSL,4,11:0:1,41,AGV1,1634.12,8391.784,-209.725,-5.895754,120.654525,5.449568,-16.524,-111.519,189.801,3700.075,10975.453,-283.137,0.557228,-89.985027,0.004067,10.124306,NW_FactoryFloor75,1649.435,8506.404,-19.924,0.444,-0.889,-0.116,0.998047
8,NSL,4,11:0:1,48,AGV1,1641.835,8370.056,-209.725,-4.824368,138.217009,5.154302,-19.025,-111.844,190.251,3700.084,10930.029,-283.134,0.567638,-89.984628,0.003969,10.54765,NW_FactoryFloor77,1659.705,8485.567,-19.474,0.871,-0.423,-0.25,0.998047
8,NSL,4,11:0:1,55,AGV1,1649.028,8344.655,-209.725,-3.615869,151.391018,4.425478,-22.067,-111.924,190.369,3700.094,10882.632,-283.129,0.578723,-89.984229,0.00397,10.988478,NW_FactoryFloor69,1670.138,8460.162,-19.356,0.989,-0.111,-0.096,0.998047
