PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
8,SLD,1,10:38:36,1,AGV1,1592.099,8445.139,-209.725,-38.607305,-131.788865,3.53464,-48.07,-148.29,174.114,3700.0,11579.905,-296.103,0.108293,-90.0,8e-06,0.0,BP_Affordance_C_0,1640.169,8593.428,-35.611,0.155,0.326,-0.933,0.998047
8,SLD,1,10:38:36,8,AGV1,1592.099,8445.139,-209.725,-38.826356,-130.978248,3.204956,-47.908,-148.471,174.175,3699.993,11579.699,-288.634,0.310212,-89.999996,0.00845,0.040745,BP_Affordance_C_0,1640.007,8593.61,-35.55,0.15,0.319,-0.936,0.998047
8,SLD,1,10:38:36,15,AGV1,1592.099,8445.139,-209.725,-38.639426,-130.515678,2.645919,-47.915,-148.577,174.328,3699.996,11578.261,-279.579,0.531149,-90.000203,0.007112,0.409144,BP_Affordance_C_0,1640.014,8593.715,-35.397,0.159,0.317,-0.935,0.998047
8,SLD,1,10:38:36,22,AGV1,1592.099,8445.139,-209.725,-38.333944,-130.53362,2.266341,-48.154,-148.52,174.54,3700.001,11575.337,-277.512,0.567018,-90.000336,0.001862,0.770325,BP_Affordance_C_0,1640.252,8593.659,-35.185,0.166,0.319,-0.933,0.998047
8,SLD,1,10:38:36,29,AGV1,1592.099,8445.139,-209.725,-38.485793,-131.263927,2.022119,-48.202,-148.126,174.896,3700.004,11570.889,-281.282,0.497273,-90.00015,0.000336,1.135735,BP_Affordance_C_0,1640.301,8593.264,-34.829,0.316,0.287,-0.904,0.998047
8,SLD,1,10:38:36,36,AGV1,1592.099,8445.139,-209.725,-38.154934,-132.191874,1.858828,-47.6,-147.409,175.96,3700.002,11564.718,-285.111,0.487321,-89.999651,0.003417,1.51453,BP_Affordance_C_0,1639.699,8592.547,-33.765,0.325,0.275,-0.905,0.998047
8,SLD,2,10:38:37,7,AGV1,1592.099,8445.139,-209.725,-37.169147,-133.706493,2.088846,-46.082,-146.363,177.659,3700.001,11556.877,-285.595,0.559709,-89.999065,0.006263,1.895451,BP_Affordance_C_0,1638.18,8591.501,-32.066,0.348,0.297,-0.889,0.998047
8,SLD,2,10:38:37,14,AGV1,1592.119,8445.056,-209.725,-35.802274,-137.770672,3.284485,-44.088,-145.525,179.652,3700.002,11547.419,-283.759,0.619748,-89.998527,0.005988,2.275193,BP_Affordance_C_0,1636.2,8590.613,-30.073,0.394,0.28,-0.875,0.998047
8,SLD,2,10:38:37,21,AGV1,1592.113,8444.897,-209.725,-35.931632,-144.01769,3.415576,-41.694,-144.668,181.441,3700.005,11536.445,-282.208,0.603588,-89.998007,0.004002,2.645028,BP_Affordance_C_0,1633.812,8589.588,-28.284,0.415,0.151,-0.897,0.998047
8,SLD,2,10:38:37,28,AGV1,1591.708,8443.892,-209.725,-37.918388,-151.737767,4.316121,-39.157,-143.49,182.583,3700.007,11523.806,-282.168,0.539042,-89.997409,0.00286,3.013944,BP_Affordance_C_0,1631.103,8587.961,-27.142,0.419,0.098,-0.903,0.998047
8,SLD,2,10:38:37,35,AGV1,1591.004,8442.35,-209.725,-39.709353,-159.257739,8.018509,-36.598,-141.672,183.284,3700.008,11509.526,-283.025,0.49379,-89.996722,0.003292,3.387543,BP_Affordance_C_0,1627.378,8583.549,-26.441,0.391,0.154,-0.907,0.998047
8,SLD,2,10:38:37,42,AGV1,1593.22,8447.045,-209.725,-40.850715,-162.846998,7.837048,-34.498,-139.529,183.677,3700.008,11493.613,-283.636,0.499362,-89.995996,0.00424,3.76218,BP_Affordance_C_0,1627.396,8585.898,-26.048,0.396,0.169,-0.902,0.998047
8,SLD,2,10:38:37,49,AGV1,1597.062,8454.866,-209.725,-43.049425,-165.559158,6.880396,-33.09,-137.38,183.561,3700.01,11476.012,-283.572,0.534371,-89.995274,0.004632,4.134398,NW_FactoryFloor77,1629.624,8591.19,-26.164,0.296,0.145,-0.944,0.998047
8,SLD,2,10:38:37,56,AGV1,1600.792,8462.229,-209.725,-43.638251,-168.96694,6.017705,-32.677,-135.459,183.798,3700.012,11456.706,-283.176,0.560752,-89.994563,0.004355,4.507809,NW_FactoryFloor77,1633.064,8596.863,-25.93,0.382,0.122,-0.916,0.998047
8,SLD,2,10:38:37,63,AGV1,1604.204,8469.772,-209.725,-42.841029,-171.963955,6.23524,-33.246,-133.238,184.14,3700.014,11436.075,-282.942,0.561403,-89.993859,0.003941,4.879182,NW_FactoryFloor77,1637.055,8602.091,-25.585,0.442,0.08,-0.893,0.998047
8,SLD,2,10:38:37,70,AGV1,1606.096,8476.156,-209.725,-42.6721,-175.979293,5.887659,-34.016,-130.377,183.762,3700.016,11413.654,-282.999,0.54647,-89.993131,0.003816,5.249305,BP_Affordance_C_0,1640.209,8605.277,-25.963,0.443,0.007,-0.896,0.998047
8,SLD,3,10:38:38,6,AGV1,1602.919,8482.577,-209.725,-43.036294,176.912259,6.717541,-34.279,-127.315,183.304,3700.018,11389.508,-283.172,0.534023,-89.992383,0.003969,5.620613,NW_FactoryFloor77,1637.334,8609.334,-26.421,0.292,-0.305,-0.906,0.998047
8,SLD,3,10:38:38,13,AGV1,1603.243,8484.428,-209.725,-42.701772,167.011543,7.449625,-34.167,-125.001,183.558,3700.02,11363.9,-283.256,0.532513,-89.991637,0.004142,5.992633,NW_FactoryFloor77,1637.332,8609.296,-26.167,0.288,-0.354,-0.89,0.998047
8,SLD,3,10:38:38,20,AGV1,1604.62,8485.422,-209.725,-41.756066,157.003096,8.859684,-33.747,-123.893,184.256,3700.023,11336.785,-283.216,0.537934,-89.990896,0.004171,6.360829,NW_FactoryFloor77,1638.126,8609.175,-25.469,0.298,-0.464,-0.834,0.998047
8,SLD,3,10:38:38,27,AGV1,1606.309,8486.295,-209.725,-40.431511,149.174872,8.515396,-32.919,-123.688,184.471,3700.026,11307.808,-283.138,0.542853,-89.990151,0.004095,6.729503,NW_FactoryFloor77,1638.99,8609.87,-25.254,0.286,-0.493,-0.821,0.998047
8,SLD,3,10:38:38,34,AGV1,1608.083,8487.045,-209.725,-37.769872,143.132517,8.821727,-32.439,-123.252,185.063,3700.029,11277.457,-283.105,0.54368,-89.98941,0.004028,7.098414,Compass,1640.267,8610.197,-24.662,0.289,-0.554,-0.781,0.998047
8,SLD,3,10:38:38,41,AGV1,1607.847,8487.02,-209.725,-35.8349,139.341816,8.857428,-31.841,-122.008,185.984,3700.032,11245.247,-283.125,0.541876,-89.98866,0.004026,7.468528,BP_Affordance_C_0,1640.05,8609.133,-23.741,0.279,-0.576,-0.768,0.998047
8,SLD,3,10:38:38,48,AGV1,1604.528,8486.444,-209.725,-33.458389,136.205397,8.133676,-31.103,-119.599,186.776,3700.036,11211.766,-283.156,0.540454,-89.988022,0.003973,7.835184,BP_Affordance_C_0,1636.041,8606.061,-22.949,0.286,-0.574,-0.767,0.998047
