PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
3,SLD,1,16:5:0,1,AGV1,1594.749,8442.287,-209.725,-49.941746,-109.779256,1.754046,-58.019,-143.765,181.336,3700.0,11579.905,-296.104,0.108279,-90.0,8e-06,0.0,BP_Affordance_C_0,1652.714,8585.849,-28.388,0.256,0.323,-0.911,0.998047
3,SLD,1,16:5:0,8,AGV1,1594.874,8442.82,-209.725,-50.262753,-109.502377,2.067129,-57.274,-143.203,181.487,3699.993,11579.697,-288.617,0.310756,-90.000003,0.008515,0.041138,BP_Affordance_C_0,1652.148,8586.023,-28.238,0.254,0.312,-0.915,0.998047
3,SLD,2,16:5:1,3,AGV1,1594.874,8442.82,-209.725,-49.678786,-108.683677,1.596136,-56.362,-141.565,183.095,3699.996,11578.259,-279.592,0.531263,-90.000179,0.007164,0.410149,BP_Affordance_C_0,1651.236,8584.385,-26.63,0.241,0.317,-0.917,0.998047
3,SLD,2,16:5:1,10,AGV1,1594.874,8442.82,-209.725,-46.024647,-107.545334,1.389698,-55.361,-138.888,185.798,3700.001,11575.324,-277.522,0.566787,-90.00029,0.001864,0.770119,BP_Affordance_C_0,1650.235,8581.709,-23.927,0.252,0.376,-0.891,0.998047
3,SLD,2,16:5:1,17,AGV1,1594.874,8442.82,-209.725,-42.441737,-107.634754,1.10031,-54.686,-134.916,188.704,3700.004,11570.882,-281.282,0.497,-90.000088,0.000326,1.137539,BP_Affordance_C_0,1649.56,8577.736,-21.021,0.186,0.44,-0.879,0.998047
3,SLD,2,16:5:1,24,AGV1,1594.874,8442.82,-209.725,-36.822411,-111.512309,2.392009,-54.75,-130.345,191.765,3700.002,11564.754,-285.095,0.486735,-89.999581,0.003383,1.517896,BP_Affordance_C_0,1649.624,8573.165,-17.96,0.276,0.476,-0.835,0.998047
3,SLD,2,16:5:1,31,AGV1,1593.633,8447.783,-209.725,-32.761255,-116.31317,4.185249,-55.151,-125.715,194.291,3700.0,11556.84,-285.587,0.559797,-89.998979,0.006265,1.897488,BP_Affordance_C_0,1649.115,8572.171,-15.434,0.374,0.474,-0.797,0.998047
3,SLD,2,16:5:1,38,AGV1,1592.367,8452.64,-209.725,-29.982604,-122.10722,5.153933,-55.884,-121.297,196.446,3700.002,11547.395,-283.757,0.619689,-89.998435,0.005986,2.274658,BP_Affordance_C_0,1648.3,8573.748,-13.279,0.476,0.461,-0.749,0.998047
3,SLD,2,16:5:1,45,AGV1,1592.299,8452.92,-209.725,-27.331283,-127.4028,4.694301,-56.59,-117.348,197.809,3700.005,11536.215,-282.189,0.602614,-89.9979,0.003986,2.651169,BP_Affordance_C_0,1648.888,8570.268,-11.916,0.508,0.475,-0.718,0.998047
3,SLD,2,16:5:1,52,AGV1,1592.538,8452.859,-209.725,-26.09577,-130.607665,3.830086,-56.645,-114.4,198.352,3700.007,11523.69,-282.167,0.538606,-89.997304,0.002861,3.018821,BP_Affordance_C_0,1649.111,8567.281,-11.373,0.507,0.494,-0.706,0.998047
3,SLD,2,16:5:1,59,AGV1,1592.766,8452.74,-209.725,-25.835304,-131.696417,3.254756,-55.982,-112.302,198.538,3700.008,11509.36,-283.032,0.493674,-89.996613,0.003291,3.388564,BP_Affordance_C_0,1648.731,8565.057,-11.187,0.522,0.503,-0.688,0.998047
3,SLD,2,16:5:1,66,AGV1,1592.833,8452.619,-209.725,-24.694839,-135.604231,2.191743,-55.386,-110.881,198.946,3700.008,11493.458,-283.64,0.499663,-89.995886,0.004242,3.763126,BP_Affordance_C_0,1648.214,8563.517,-10.779,0.559,0.478,-0.678,0.998047
3,SLD,3,16:5:2,1,AGV1,1592.842,8452.583,-209.725,-22.572418,-143.947673,1.391501,-55.584,-109.793,199.44,3700.01,11476.081,-283.577,0.534287,-89.995171,0.00463,4.134598,BP_Affordance_C_0,1648.427,8562.375,-10.285,0.641,0.399,-0.656,0.998047
3,SLD,3,16:5:2,8,AGV1,1591.761,8453.502,-209.725,-18.541147,-155.962169,0.287614,-57.059,-108.994,200.285,3700.011,11456.79,-283.179,0.560774,-89.99446,0.004356,4.507578,BP_Affordance_C_0,1649.018,8562.1,-9.44,0.71,0.31,-0.632,0.998047
3,SLD,3,16:5:2,15,AGV1,1591.645,8454.713,-209.725,-14.495148,-170.994779,-0.541925,-59.417,-107.872,200.548,3700.014,11435.968,-282.94,0.561388,-89.993748,0.003943,4.87983,SM_Wall_Divider_01_5m2,1651.068,8562.432,-9.177,0.774,0.032,-0.632,0.998047
3,SLD,3,16:5:2,22,AGV1,1590.915,8454.288,-209.725,-12.896239,174.526525,0.042471,-62.116,-106.55,200.663,3700.016,11413.552,-282.998,0.546372,-89.993019,0.003817,5.251027,SM_Wall_Divider_01_5m2,1653.298,8561.012,-9.062,0.83,-0.409,-0.38,0.998047
3,SLD,3,16:5:2,29,AGV1,1590.047,8453.249,-209.725,-12.44152,164.716491,0.124137,-64.72,-105.213,200.891,3700.018,11389.618,-283.172,0.533997,-89.992278,0.003962,5.620387,NW_FactoryFloor77,1654.745,8558.456,-8.834,0.819,-0.419,-0.393,0.998047
3,SLD,3,16:5:2,36,AGV1,1590.133,8453.298,-209.725,-11.541036,157.795163,-0.485021,-66.54,-103.493,200.932,3700.02,11364.081,-283.257,0.532474,-89.991533,0.004138,5.98895,NW_FactoryFloor77,1656.673,8556.79,-8.793,0.779,-0.561,-0.28,0.998047
3,SLD,3,16:5:2,43,AGV1,1590.133,8453.298,-209.725,-10.838131,150.757101,-0.956894,-66.731,-101.066,200.998,3700.022,11336.918,-283.217,0.537946,-89.990791,0.004173,6.358807,NW_FactoryFloor77,1656.864,8554.363,-8.727,0.757,-0.601,-0.255,0.998047
3,SLD,3,16:5:2,50,AGV1,1590.336,8452.902,-209.725,-10.419372,139.961602,-2.030691,-65.066,-98.262,201.38,3700.025,11307.917,-283.137,0.542894,-89.990044,0.004101,6.72871,NW_FactoryFloor77,1655.395,8551.205,-8.345,0.711,-0.649,-0.271,0.998047
3,SLD,3,16:5:2,57,AGV1,1590.262,8452.664,-209.725,-12.541829,126.105994,-3.04229,-62.023,-95.658,201.07,3700.029,11277.408,-283.104,0.543684,-89.989299,0.004032,7.098197,NW_FactoryFloor77,1652.303,8548.35,-8.655,0.532,-0.761,-0.37,0.998047
3,SLD,3,16:5:2,64,AGV1,1590.098,8452.489,-209.725,-14.984723,110.41033,-3.871486,-58.602,-93.975,200.769,3700.032,11245.654,-283.124,0.541867,-89.988559,0.00402,7.4654,NW_FactoryFloor77,1648.728,8546.49,-8.961,-0.01,-0.866,-0.501,0.998047
3,SLD,3,16:5:2,71,AGV1,1588.212,8452.009,-209.725,-14.38937,96.338698,-3.887216,-55.546,-93.09,200.763,3700.036,11211.895,-283.156,0.540431,-89.987917,0.003968,7.833636,NW_FactoryFloor77,1644.189,8545.187,-8.962,-0.052,-0.872,-0.487,0.998047
3,SLD,4,16:5:3,6,AGV1,1585.08,8451.675,-209.725,-13.793606,83.546871,-4.778391,-53.468,-91.968,200.48,3700.041,11176.58,-283.164,0.540775,-89.987476,0.00395,8.204283,NW_FactoryFloor77,1638.988,8543.663,-9.245,-0.324,-0.803,-0.501,0.998047
3,SLD,4,16:5:3,13,AGV1,1581.885,8451.868,-209.725,-19.356647,79.615768,-3.933954,-53.215,-90.131,199.518,3700.047,11139.626,-283.15,0.542274,-89.986947,0.004058,8.576901,NW_FactoryFloor77,1635.559,8541.927,-10.207,-0.269,-0.747,-0.608,0.998047
