PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
6,SLD,1,10:33:2,1,AGV1,1634.258,8423.269,-209.725,-48.223929,-125.296884,-1.33128,-16.274,-170.488,174.24,3700.0,11579.905,-296.103,0.108305,-90.0,8e-06,0.0,BP_Affordance_C_0,1650.532,8593.757,-35.485,0.136,0.182,-0.974,0.998047
6,SLD,1,10:33:2,8,AGV1,1634.258,8423.269,-209.725,-48.728592,-126.055778,-0.559256,-16.741,-170.884,173.655,3699.994,11579.698,-288.622,0.310422,-89.999999,0.008349,0.041062,BP_Affordance_C_0,1650.999,8594.153,-36.07,0.126,0.198,-0.972,0.998047
6,SLD,1,10:33:2,15,AGV1,1634.258,8423.269,-209.725,-49.340705,-126.824758,0.177495,-17.114,-171.123,173.178,3699.996,11578.257,-279.561,0.531397,-90.000159,0.007076,0.409834,BP_Affordance_C_0,1651.372,8594.392,-36.547,0.14,0.206,-0.968,0.998047
6,SLD,1,10:33:2,22,AGV1,1634.258,8423.269,-209.725,-49.754743,-126.802454,0.223872,-17.29,-171.174,173.085,3700.001,11575.341,-277.509,0.567671,-90.000257,0.001886,0.77053,BP_Affordance_C_0,1651.547,8594.44,-36.633,0.117,0.237,-0.964,0.998047
6,SLD,1,10:33:2,29,AGV1,1634.258,8423.269,-209.725,-48.775368,-124.934054,-1.757319,-17.219,-170.622,174.059,3700.003,11570.868,-281.306,0.49769,-90.000046,0.000363,1.137042,BP_Affordance_C_0,1651.477,8593.891,-35.666,0.116,0.27,-0.956,0.998047
6,SLD,1,10:33:2,36,AGV1,1634.258,8423.269,-209.725,-46.204222,-124.838792,-4.111996,-16.939,-169.405,175.741,3700.002,11564.735,-285.112,0.487608,-89.999533,0.003411,1.514675,BP_Affordance_C_0,1651.197,8592.674,-33.984,0.168,0.334,-0.927,0.998047
6,SLD,1,10:33:2,43,AGV1,1634.258,8423.269,-209.725,-42.982205,-128.299753,-3.463307,-16.507,-167.247,177.913,3700.0,11556.867,-285.592,0.559946,-89.998931,0.006262,1.897089,BP_Affordance_C_0,1650.765,8590.516,-31.812,0.244,0.334,-0.91,0.998047
6,SLD,2,10:33:3,3,AGV1,1634.258,8423.269,-209.725,-39.543603,-135.325742,-0.258068,-15.905,-164.126,180.327,3700.002,11547.415,-283.753,0.619642,-89.998384,0.005988,2.276004,BP_Affordance_C_0,1650.163,8587.395,-29.398,0.322,0.291,-0.901,0.998047
6,SLD,2,10:33:3,10,AGV1,1634.258,8423.269,-209.725,-34.971577,-143.870301,3.890549,-15.267,-160.503,182.89,3700.005,11536.427,-282.205,0.603239,-89.997856,0.003998,2.644945,BP_Affordance_C_0,1649.526,8583.772,-26.835,0.414,0.251,-0.875,0.998047
6,SLD,2,10:33:3,17,AGV1,1634.258,8423.269,-209.725,-29.719374,-152.415484,6.327769,-14.466,-156.709,185.094,3700.007,11523.801,-282.17,0.538829,-89.997254,0.00286,3.01424,BP_Affordance_C_0,1648.724,8579.978,-24.631,0.495,0.215,-0.842,0.998047
6,SLD,2,10:33:3,24,AGV1,1634.258,8423.269,-209.725,-25.086481,-159.288561,7.524934,-13.416,-153.129,186.605,3700.008,11509.545,-283.026,0.49382,-89.996564,0.003291,3.387736,BP_Affordance_C_0,1647.674,8576.398,-23.12,0.556,0.275,-0.785,0.998047
6,SLD,2,10:33:3,31,AGV1,1634.258,8423.269,-209.725,-20.230478,-167.667641,7.60548,-12.899,-150.273,188.031,3700.008,11493.584,-283.637,0.49953,-89.995832,0.004244,3.760785,BP_Affordance_C_0,1647.157,8573.542,-21.694,0.629,0.241,-0.739,0.998047
6,SLD,2,10:33:3,38,AGV1,1635.23,8423.106,-209.725,-13.451496,177.821213,7.473135,-12.973,-147.561,189.926,3700.009,11476.068,-283.572,0.534378,-89.995112,0.004633,4.134885,BP_Affordance_C_0,1648.154,8570.681,-19.8,0.728,0.123,-0.674,0.998047
6,SLD,2,10:33:3,45,AGV1,1635.637,8423.1,-209.725,-6.503715,160.233664,7.214466,-12.262,-144.581,190.746,3700.011,11456.899,-283.18,0.560656,-89.994404,0.004351,4.505289,SM_Wall_Divider_01_5m2,1647.869,8567.669,-18.979,0.777,-0.434,-0.456,0.998047
6,SLD,2,10:33:3,52,AGV1,1635.762,8423.201,-209.725,-3.285965,146.052925,5.375048,-11.493,-141.86,192.222,3700.013,11436.167,-282.943,0.561419,-89.993695,0.003937,4.875856,NW_FactoryFloor77,1647.255,8565.06,-17.503,0.616,-0.78,-0.107,0.998047
6,SLD,2,10:33:3,59,AGV1,1632.993,8421.994,-209.725,-0.505838,137.001193,5.033594,-10.466,-138.774,193.673,3700.015,11413.704,-283.0,0.54649,-89.992964,0.003816,5.248181,NW_FactoryFloor68,1643.593,8560.797,-16.052,0.632,-0.768,-0.103,0.998047
6,SLD,2,10:33:3,66,AGV1,1629.085,8425.842,-209.725,2.06555,129.535852,4.298374,-8.48,-134.865,193.837,3700.017,11389.807,-283.171,0.534129,-89.992223,0.003964,5.618103,NW_FactoryFloor68,1638.588,8559.642,-15.888,0.382,-0.922,-0.07,0.998047
6,SLD,3,10:33:4,1,AGV1,1624.768,8430.751,-209.725,3.844854,122.01444,2.615343,-6.088,-130.585,193.911,3700.02,11364.251,-283.256,0.532513,-89.991478,0.004135,5.985115,NW_FactoryFloor75,1631.458,8560.557,-15.814,0.233,-0.97,-0.071,0.998047
