PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
23,SLD,1,11:21:52,1,AGV1,1710.6,8535.104,-209.725,-48.444379,-2.155206,16.167712,-9.905,-102.603,153.214,3700.0,11579.905,-296.1,0.10834,-90.0,9e-06,0.0,BP_Affordance_C_0,1720.505,8637.707,-56.511,-0.678,-0.213,-0.704,0.998047
23,SLD,1,11:21:52,8,AGV1,1710.6,8535.104,-209.725,-48.963123,-1.39083,15.894748,-9.64,-102.269,152.289,3699.993,11579.7,-288.569,0.311359,-89.999812,0.008088,0.040805,BP_Affordance_C_0,1720.241,8637.373,-57.436,-0.663,-0.245,-0.707,0.998047
23,SLD,1,11:21:52,15,AGV1,1710.6,8535.104,-209.725,-49.628636,0.16547,15.05012,-9.599,-101.857,151.97,3699.994,11578.271,-279.55,0.530693,-89.999845,0.006975,0.408292,BP_Affordance_C_0,1720.199,8636.961,-57.755,-0.64,-0.279,-0.716,0.998047
23,SLD,1,11:21:52,22,AGV1,1710.6,8535.104,-209.725,-48.791564,1.810386,13.723559,-9.526,-101.601,152.282,3699.998,11575.371,-277.508,0.567429,-89.999849,0.001934,0.76792,BP_Affordance_C_0,1720.126,8636.705,-57.443,-0.654,-0.282,-0.701,0.998047
23,SLD,2,11:21:53,7,AGV1,1710.6,8535.104,-209.725,-48.994369,5.166396,12.129645,-9.679,-101.459,153.847,3700.0,11570.918,-281.298,0.498153,-89.999572,0.000405,1.13409,BP_Affordance_C_0,1720.279,8636.563,-55.878,-0.652,-0.298,-0.698,0.998047
23,SLD,2,11:21:53,14,AGV1,1710.6,8535.104,-209.725,-47.831923,10.260161,8.007727,-10.361,-101.258,157.377,3699.997,11564.77,-285.118,0.488212,-89.999009,0.00343,1.513447,BP_Affordance_C_0,1720.961,8636.362,-52.348,-0.663,-0.336,-0.669,0.998047
23,SLD,2,11:21:53,21,AGV1,1710.6,8535.104,-209.725,-46.01314,18.764863,5.960478,-11.848,-99.62,161.95,3699.995,11556.92,-285.592,0.560353,-89.998372,0.006253,1.894389,BP_Affordance_C_0,1722.449,8634.724,-47.775,-0.374,-0.587,-0.718,0.998047
23,SLD,2,11:21:53,28,AGV1,1709.438,8535.595,-209.725,-42.433183,25.170104,4.464357,-14.492,-97.49,167.251,3699.995,11547.452,-283.747,0.619759,-89.997797,0.005971,2.272716,NW_FactoryFloor77,1724.273,8632.947,-42.474,-0.404,-0.625,-0.668,0.998047
23,SLD,2,11:21:53,35,AGV1,1705.612,8537.024,-209.725,-41.012692,35.478684,1.929863,-18.993,-95.329,172.429,3699.997,11536.425,-282.197,0.602726,-89.997246,0.003986,2.644278,NW_FactoryFloor77,1725.046,8632.187,-37.296,-0.329,-0.654,-0.681,0.998047
23,SLD,2,11:21:53,42,AGV1,1704.118,8537.632,-209.725,-44.414013,54.230493,-5.787625,-25.187,-93.614,176.333,3699.999,11523.758,-282.173,0.537928,-89.996626,0.002862,3.015018,NW_FactoryFloor77,1729.305,8631.246,-33.392,0.001,-0.662,-0.75,0.998047
