PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
21,NSL,1,11:31:39,1,AGV1,1653.346,8539.849,-209.725,-30.043288,-93.729496,-0.409078,-12.124,-31.359,172.243,3700.0,11579.905,-296.102,0.108317,-90.0,9e-06,0.0,BP_Affordance_C_0,1665.47,8571.208,-37.482,-0.038,0.676,-0.736,0.998047
21,NSL,1,11:31:39,8,AGV1,1653.346,8539.849,-209.725,-29.199919,-93.508383,-0.216021,-12.708,-32.129,172.581,3699.993,11579.697,-288.607,0.310781,-89.99981,0.008172,0.041396,BP_Affordance_C_0,1666.054,8571.977,-37.144,-0.044,0.676,-0.735,0.998047
21,NSL,1,11:31:39,15,AGV1,1653.346,8539.849,-209.725,-28.121753,-93.652766,-0.788011,-13.554,-31.825,173.972,3699.994,11578.261,-279.572,0.531131,-89.999845,0.007031,0.408804,BP_Affordance_C_0,1666.901,8571.674,-35.753,-0.05,0.681,-0.73,0.998047
21,NSL,1,11:31:39,22,AGV1,1653.346,8539.849,-209.725,-25.045223,-97.022922,-0.389327,-14.862,-30.147,176.319,3699.998,11575.315,-277.527,0.566537,-89.999851,0.001896,0.775538,SM_Wall_Divider_01_5m2,1668.208,8569.996,-33.406,0.019,0.71,-0.704,0.998047
21,NSL,1,11:31:39,29,AGV1,1653.346,8539.849,-209.725,-23.13584,-100.754932,0.897238,-15.829,-26.807,178.713,3700.0,11570.894,-281.278,0.497325,-89.999576,0.000391,1.135252,BP_CheckPoint1,1669.175,8566.656,-31.012,0.092,0.725,-0.683,0.998047
21,NSL,1,11:31:39,36,AGV1,1653.346,8539.849,-209.725,-21.135221,-103.986076,1.19842,-16.674,-22.198,181.438,3699.997,11564.769,-285.094,0.487082,-89.999017,0.003394,1.512276,BP_CheckPoint1,1670.02,8562.047,-28.287,0.156,0.722,-0.674,0.998047
21,NSL,1,11:31:39,43,AGV1,1653.346,8539.849,-209.725,-21.847146,-113.119636,2.051724,-18.394,-17.043,183.309,3699.995,11556.94,-285.598,0.559196,-89.998382,0.006228,1.893656,BP_Affordance_C_0,1671.74,8556.891,-26.416,0.281,0.601,-0.748,0.998047
21,NSL,1,11:31:39,50,AGV1,1653.346,8539.849,-209.725,-23.07933,-125.53176,4.125691,-20.538,-11.879,184.016,3699.995,11547.295,-283.729,0.619915,-89.997796,0.005961,2.272391,SM_Wall_Divider_01_5m2,1673.885,8551.727,-25.709,0.467,0.493,-0.734,0.998047
21,NSL,2,11:31:40,7,AGV1,1653.346,8539.849,-209.725,-24.495022,-138.020204,6.336521,-22.627,-7.551,184.705,3699.997,11535.454,-282.12,0.598679,-89.997204,0.003918,2.671543,SM_Wall_Divider_01_5m2,1675.973,8547.4,-25.02,0.567,0.371,-0.735,0.998047
21,NSL,2,11:31:40,14,AGV1,1653.346,8539.849,-209.725,-24.403324,-128.123256,4.20945,-22.244,-7.092,184.797,3699.999,11522.065,-282.219,0.529623,-89.996549,0.002911,3.059354,SM_Wall_Divider_01_5m2,1675.59,8546.941,-24.928,0.219,0.682,-0.697,0.998047
21,NSL,2,11:31:40,21,AGV1,1653.346,8539.849,-209.725,-25.160291,-113.561436,3.255792,-21.369,-7.975,184.182,3699.998,11507.466,-283.127,0.489889,-89.995837,0.003434,3.43726,BP_Affordance_C_0,1674.715,8547.824,-25.543,-0.01,0.725,-0.688,0.998047
21,NSL,2,11:31:40,28,AGV1,1653.329,8539.861,-209.725,-24.812455,-104.921021,0.557711,-20.282,-10.619,183.602,3699.998,11491.165,-283.676,0.502519,-89.995093,0.004341,3.813496,BP_Affordance_C_0,1673.612,8550.48,-26.123,-0.083,0.699,-0.71,0.998047
21,NSL,2,11:31:40,35,AGV1,1653.138,8539.883,-209.725,-24.822162,-99.670192,-1.241546,-19.39,-14.526,183.077,3699.999,11473.395,-283.538,0.539473,-89.994368,0.004628,4.1859,BP_Affordance_C_0,1672.666,8554.449,-26.648,-0.011,0.694,-0.719,0.998047
21,NSL,2,11:31:40,42,AGV1,1650.549,8537.252,-209.725,-24.579218,-98.118391,-2.382519,-18.913,-18.64,182.527,3700.0,11453.968,-283.132,0.563233,-89.993656,0.004301,4.559352,BP_Affordance_C_0,1669.98,8556.468,-27.198,-0.002,0.681,-0.732,0.998047
21,NSL,2,11:31:40,49,AGV1,1647.909,8532.955,-209.725,-25.710599,-98.524704,-2.561328,-18.573,-21.782,181.473,3700.001,11432.961,-282.929,0.560569,-89.992941,0.003903,4.930211,BP_Affordance_C_0,1666.579,8554.959,-28.252,0.019,0.661,-0.75,0.998047
21,NSL,2,11:31:40,56,AGV1,1647.681,8532.576,-209.725,-25.743701,-100.410885,-1.563664,-18.31,-23.812,180.498,3700.003,11410.247,-283.017,0.544324,-89.992204,0.003823,5.303278,BP_Affordance_C_0,1665.99,8556.388,-29.227,0.061,0.649,-0.758,0.998047
21,NSL,2,11:31:40,63,AGV1,1647.681,8532.576,-209.725,-26.945104,-102.029677,-1.267196,-18.172,-24.876,179.375,3700.004,11386.03,-283.191,0.53283,-89.991459,0.003992,5.673051,BP_Affordance_C_0,1665.853,8557.451,-30.342,0.082,0.652,-0.753,0.998047
21,NSL,2,11:31:40,70,AGV1,1647.681,8532.576,-209.725,-27.484516,-102.566082,-0.522865,-18.15,-25.311,178.565,3700.005,11360.27,-283.259,0.532634,-89.990713,0.004153,6.043053,BP_Affordance_C_0,1665.83,8557.887,-31.16,0.085,0.663,-0.744,0.998047
21,NSL,3,11:31:41,6,AGV1,1647.681,8532.576,-209.725,-27.695835,-102.88599,0.019428,-18.068,-25.853,177.793,3700.007,11332.745,-283.206,0.538659,-89.989966,0.004171,6.41306,BP_Affordance_C_0,1665.749,8558.429,-31.932,0.092,0.676,-0.731,0.998047
21,NSL,3,11:31:41,13,AGV1,1647.681,8532.576,-209.725,-27.983583,-102.283563,0.05741,-18.088,-26.64,177.044,3700.01,11303.654,-283.129,0.543287,-89.989223,0.004088,6.782743,BP_Affordance_C_0,1665.769,8559.216,-32.681,0.089,0.698,-0.71,0.998047
21,NSL,3,11:31:41,20,AGV1,1647.681,8532.576,-209.725,-28.144737,-102.015839,-0.02541,-18.278,-27.361,176.603,3700.013,11272.807,-283.104,0.543629,-89.988774,0.003869,7.150897,BP_Affordance_C_0,1665.958,8559.937,-33.122,0.107,0.71,-0.696,0.998047
21,NSL,3,11:31:41,27,AGV1,1647.681,8532.576,-209.725,-28.820025,-102.114135,-0.147509,-18.533,-27.811,176.31,3700.017,11240.602,-283.128,0.54165,-89.988283,0.003949,7.521838,BP_Affordance_C_0,1666.214,8560.387,-33.415,0.099,0.703,-0.704,0.998047
21,NSL,3,11:31:41,34,AGV1,1647.681,8532.576,-209.725,-29.273516,-102.108706,-0.294326,-18.804,-27.971,176.305,3700.021,11206.712,-283.158,0.540434,-89.987804,0.004063,7.889984,BP_Affordance_C_0,1666.484,8560.547,-33.42,0.094,0.703,-0.705,0.998047
21,NSL,3,11:31:41,41,AGV1,1647.681,8532.576,-209.725,-28.493507,-102.860955,-0.068642,-19.48,-27.619,177.02,3700.025,11171.18,-283.163,0.540896,-89.98711,0.00412,8.260726,BP_Affordance_C_0,1667.16,8560.194,-32.705,0.106,0.708,-0.697,0.998047
21,NSL,3,11:31:41,48,AGV1,1647.681,8532.576,-209.725,-26.624145,-107.037729,-0.796686,-20.849,-25.765,178.722,3700.031,11134.003,-283.148,0.542479,-89.986802,0.003939,8.631671,BP_Affordance_C_0,1668.516,8558.319,-31.02,0.163,0.733,-0.66,0.998047
21,NSL,3,11:31:41,55,AGV1,1647.681,8532.576,-209.725,-26.044596,-116.931091,0.718943,-22.348,-21.835,180.828,3700.038,11095.262,-283.133,0.543997,-89.986369,0.004001,9.00611,SM_Wall_Divider_01_5m2,1670.029,8554.41,-28.897,0.317,0.648,-0.692,0.998047
21,NSL,3,11:31:41,62,AGV1,1647.681,8532.576,-209.725,-26.974048,-128.992056,2.993547,-24.185,-16.749,182.405,3700.044,11054.89,-283.129,0.545677,-89.985848,0.004074,9.382895,BP_Affordance_C_0,1671.866,8549.325,-27.32,0.444,0.529,-0.723,0.998047
21,NSL,3,11:31:41,69,AGV1,1647.456,8532.587,-209.725,-27.38333,-142.543138,5.365615,-26.319,-11.452,183.647,3700.052,11012.838,-283.134,0.550274,-89.985418,0.003973,9.775487,BP_Affordance_C_0,1673.939,8544.03,-26.078,0.558,0.421,-0.715,0.998047
21,NSL,4,11:31:42,4,AGV1,1646.403,8532.27,-209.725,-25.929039,-158.739264,7.156641,-28.887,-5.21,184.608,3700.06,10966.599,-283.129,0.559106,-89.985037,0.004008,10.200397,BP_Affordance_C_0,1675.434,8537.543,-25.117,0.716,0.203,-0.667,0.998047
21,NSL,4,11:31:42,11,AGV1,1645.08,8531.621,-209.725,-24.190824,-170.884889,7.392074,-30.898,-0.266,185.235,3700.07,10918.11,-283.111,0.570118,-89.984505,0.004173,10.656773,SM_Wall_Divider_01_5m2,1676.135,8531.967,-24.49,0.751,0.058,-0.657,0.998047
21,NSL,4,11:31:42,18,AGV1,1643.858,8531.008,-209.725,-23.783012,179.826401,6.921847,-32.346,4.152,185.708,3700.08,10869.203,-283.109,0.58093,-89.984101,0.004019,11.11172,SM_Wall_Divider_01_5m2,1676.363,8526.933,-24.017,0.73,-0.043,-0.682,0.998047
21,NSL,4,11:31:42,25,AGV1,1643.132,8532.671,-209.725,-25.899037,172.274395,5.300619,-33.029,8.024,185.402,3700.091,10819.337,-283.121,0.591288,-89.983692,0.003968,11.579858,NW_FactoryFloor77,1676.172,8524.074,-24.323,0.684,-0.117,-0.72,0.998047
21,NSL,4,11:31:42,32,AGV1,1644.173,8538.158,-209.725,-29.464487,168.065657,3.234973,-33.146,10.734,184.842,3700.103,10767.268,-283.127,0.601703,-89.983183,0.004011,12.066534,BP_Affordance_C_0,1677.128,8526.84,-24.882,0.542,-0.16,-0.825,0.998047
21,NSL,4,11:31:42,39,AGV1,1646.311,8542.671,-209.725,-28.826355,165.080295,0.954662,-33.068,12.984,184.911,3700.117,10712.664,-283.122,0.612426,-89.982824,0.00396,12.572183,BP_Affordance_C_0,1679.157,8529.324,-24.814,0.557,-0.118,-0.822,0.998047
21,NSL,4,11:31:42,46,AGV1,1647.765,8545.139,-209.725,-29.312922,160.384626,-0.476574,-32.45,15.289,184.749,3700.13,10656.126,-283.113,0.62336,-89.982279,0.004047,13.091847,BP_Affordance_C_0,1680.099,8529.671,-24.976,0.608,-0.152,-0.779,0.998047
21,NSL,4,11:31:42,53,AGV1,1648.873,8546.543,-209.725,-28.135015,154.400895,-0.533213,-31.808,17.751,185.111,3700.146,10598.963,-283.108,0.634364,-89.981906,0.003928,13.635047,BP_Affordance_C_0,1680.539,8528.636,-24.614,0.605,-0.228,-0.762,0.998047
21,NSL,4,11:31:42,60,AGV1,1650.002,8547.905,-209.725,-26.052557,147.576118,-0.213219,-31.357,20.619,185.407,3700.162,10537.822,-283.107,0.646337,-89.981365,0.003984,14.198713,NW_FactoryFloor77,1681.079,8527.09,-24.318,0.563,-0.521,-0.641,0.998047
21,NSL,4,11:31:42,67,AGV1,1652.334,8549.576,-209.725,-27.298639,144.774694,-0.442289,-31.175,23.179,184.762,3700.18,10473.825,-283.102,0.659065,-89.980952,0.003929,14.796155,NW_FactoryFloor77,1683.18,8526.259,-24.963,0.548,-0.465,-0.694,0.998047
21,NSL,5,11:31:43,3,AGV1,1653.696,8550.743,-209.725,-30.577464,151.491219,-1.124869,-31.479,24.267,184.295,3700.199,10407.687,-283.099,0.636553,-89.980416,0.004027,15.205007,BP_Affordance_C_0,1685.078,8526.332,-25.43,0.592,-0.075,-0.802,0.998047
21,NSL,5,11:31:43,10,AGV1,1655.337,8552.221,-209.725,-32.423757,157.819819,-3.12963,-31.421,24.437,183.69,3700.218,10342.059,-283.115,0.433987,-89.980075,0.004102,14.92628,BP_Affordance_C_0,1686.643,8527.646,-26.035,0.581,-0.071,-0.81,0.998047
21,NSL,5,11:31:43,17,AGV1,1655.066,8553.402,-209.725,-34.149903,161.093947,-5.288513,-31.09,24.098,183.108,3700.237,10277.05,-283.123,0.312617,-89.979888,0.004017,15.193442,BP_Affordance_C_0,1686.418,8529.21,-26.617,0.575,-0.058,-0.815,0.998047
21,NSL,5,11:31:43,24,AGV1,1653.264,8553.526,-209.725,-36.180792,161.329183,-5.711655,-30.215,23.395,182.851,3700.257,10210.98,-283.132,0.269748,-89.979967,0.003936,15.002852,BP_Affordance_C_0,1683.586,8530.142,-26.874,0.536,-0.018,-0.844,0.998047
21,NSL,5,11:31:43,31,AGV1,1652.824,8553.485,-209.725,-35.878461,159.924312,-4.60854,-29.325,22.761,182.979,3700.277,10145.708,-283.139,0.279435,-89.980053,0.004037,15.04899,BP_Affordance_C_0,1682.15,8530.724,-26.746,0.54,-0.063,-0.839,0.998047
