PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
14,SLD,1,16:47:18,1,AGV1,1699.808,8505.266,-209.725,-28.395415,-8.891269,1.075829,-10.475,-116.771,171.838,3700.0,11579.905,-296.105,0.108276,-90.0,8e-06,0.0,BP_Affordance_C_0,1710.283,8622.037,-37.887,-0.555,-0.1,-0.826,0.998047
14,SLD,1,16:47:18,8,AGV1,1699.808,8505.266,-209.725,-29.990193,-7.750622,0.85272,-8.928,-116.83,170.794,3699.993,11579.696,-288.621,0.310722,-90.000001,0.008463,0.042054,BP_Affordance_C_0,1708.736,8622.095,-38.931,-0.521,-0.085,-0.85,0.998047
14,SLD,1,16:47:18,15,AGV1,1699.808,8505.266,-209.725,-31.998999,-7.456121,0.797604,-8.285,-117.026,170.53,3699.996,11578.248,-279.575,0.53174,-90.000173,0.007122,0.411197,BP_Affordance_C_0,1708.093,8622.292,-39.195,-0.5,-0.084,-0.862,0.998047
14,SLD,1,16:47:18,22,AGV1,1699.618,8505.645,-209.725,-32.37956,-5.955401,0.075312,-8.529,-116.946,170.996,3700.001,11575.329,-277.511,0.567925,-90.000281,0.001877,0.771655,BP_Affordance_C_0,1708.208,8622.49,-38.729,-0.509,-0.094,-0.856,0.998047
14,SLD,1,16:47:18,29,AGV1,1697.732,8507.233,-209.725,-32.474931,-1.041805,-0.189922,-9.516,-116.293,171.921,3700.004,11570.865,-281.282,0.497828,-90.000077,0.000335,1.137078,BP_Affordance_C_0,1707.55,8623.363,-37.804,-0.501,-0.132,-0.855,0.998047
14,SLD,2,16:47:19,5,AGV1,1693.539,8508.279,-209.725,-32.540579,7.346262,-1.781458,-11.421,-114.794,173.332,3700.002,11564.694,-285.109,0.487353,-89.999565,0.003417,1.518606,NW_FactoryFloor77,1705.603,8623.004,-36.393,-0.364,-0.49,-0.792,0.998047
14,SLD,2,16:47:19,12,AGV1,1689.259,8508.403,-209.725,-32.095665,16.312049,-3.111432,-13.976,-112.568,175.184,3700.0,11556.817,-285.591,0.559685,-89.998966,0.006266,1.897488,NW_FactoryFloor77,1703.791,8620.991,-34.541,-0.322,-0.538,-0.779,0.998047
14,SLD,2,16:47:19,19,AGV1,1685.695,8508.157,-209.725,-28.98406,24.404304,-4.650546,-16.767,-109.811,177.463,3700.002,11547.407,-283.765,0.619407,-89.998424,0.005995,2.275744,NW_FactoryFloor77,1702.979,8618.002,-32.262,-0.3,-0.587,-0.752,0.998047
14,SLD,2,16:47:19,26,AGV1,1683.148,8508.093,-209.725,-27.879937,33.128094,-5.342777,-19.843,-106.689,179.399,3700.005,11536.347,-282.205,0.603206,-89.997894,0.003998,2.647955,NW_FactoryFloor77,1703.256,8614.78,-30.326,-0.345,-0.598,-0.723,0.998047
14,SLD,2,16:47:19,33,AGV1,1681.036,8508.159,-209.725,-23.204463,41.458261,-5.997429,-23.295,-103.488,180.701,3700.007,11523.705,-282.169,0.5388,-89.997293,0.002862,3.017586,NW_FactoryFloor77,1704.416,8611.645,-29.024,-0.37,-0.663,-0.651,0.998047
14,SLD,2,16:47:19,40,AGV1,1678.401,8507.579,-209.725,-19.67996,50.25745,-4.768884,-26.628,-100.97,181.766,3700.008,11509.485,-283.022,0.493899,-89.996606,0.003284,3.388087,NW_FactoryFloor77,1705.787,8608.715,-27.959,-0.184,-0.943,-0.276,0.998047
14,SLD,2,16:47:19,47,AGV1,1674.839,8507.059,-209.725,-18.477915,58.399672,-4.874742,-29.918,-99.925,182.722,3700.008,11493.655,-283.635,0.499297,-89.995882,0.004223,3.760307,NW_FactoryFloor77,1705.2,8607.047,-27.003,-0.105,-0.975,-0.198,0.998047
14,SLD,2,16:47:19,54,AGV1,1671.915,8506.491,-209.725,-17.40473,63.722414,-4.48071,-33.402,-100.21,183.399,3700.009,11476.129,-283.576,0.534097,-89.99516,0.004631,4.134521,NW_FactoryFloor77,1705.744,8606.801,-26.326,-0.147,-0.966,-0.213,0.998047
14,SLD,2,16:47:19,61,AGV1,1669.104,8505.667,-209.725,-15.89065,70.561139,-2.309329,-36.245,-100.454,185.139,3700.011,11457.015,-283.186,0.560533,-89.994455,0.004357,4.504866,NW_FactoryFloor77,1705.756,8606.268,-24.586,0.069,-0.971,-0.229,0.998047
14,SLD,2,16:47:19,68,AGV1,1668.55,8505.855,-209.725,-14.627692,76.233664,-2.853432,-38.074,-100.194,186.079,3700.013,11436.167,-282.944,0.561489,-89.993742,0.003943,4.876322,NW_FactoryFloor77,1706.596,8606.064,-23.646,0.079,-0.97,-0.23,0.998047
14,SLD,3,16:47:20,3,AGV1,1669.393,8505.525,-209.725,-12.695283,81.214062,-1.831608,-39.657,-98.805,186.577,3700.016,11413.786,-282.997,0.546633,-89.993013,0.003817,5.247516,NW_FactoryFloor77,1708.896,8604.38,-23.147,0.21,-0.898,-0.387,0.998047
14,SLD,3,16:47:20,10,AGV1,1671.016,8506.956,-209.725,-9.624273,88.993815,0.026717,-41.523,-96.311,187.019,3700.018,11389.76,-283.169,0.534088,-89.992269,0.003969,5.620304,NW_FactoryFloor77,1712.302,8602.909,-22.706,0.252,-0.891,-0.376,0.998047
14,SLD,3,16:47:20,17,AGV1,1671.909,8508.591,-209.725,-7.414368,98.926682,0.670839,-43.356,-93.122,187.384,3700.02,11364.154,-283.255,0.532422,-89.991522,0.004139,5.990854,NW_FactoryFloor77,1715.265,8601.713,-22.341,0.605,-0.769,-0.207,0.998047
14,SLD,3,16:47:20,24,AGV1,1669.664,8510.08,-209.725,-8.215179,107.138889,-0.519866,-45.212,-90.852,186.639,3700.022,11336.96,-283.217,0.537844,-89.990779,0.004172,6.359563,NW_FactoryFloor77,1715.639,8600.432,-23.088,0.712,-0.673,-0.199,0.998047
14,SLD,3,16:47:20,31,AGV1,1665.04,8513.218,-209.725,-5.333275,113.693574,-0.23117,-46.651,-88.924,186.446,3700.025,11308.06,-283.138,0.542815,-89.990035,0.004101,6.728346,NW_FactoryFloor77,1712.765,8601.446,-23.279,0.78,-0.611,-0.135,0.998047
14,SLD,3,16:47:20,38,AGV1,1655.969,8518.543,-209.725,-5.911556,118.86377,-3.353579,-48.294,-88.308,185.775,3700.029,11277.561,-283.105,0.543687,-89.98929,0.004032,7.098238,SM_Wall_Divider_01_5m2,1705.403,8606.289,-23.95,0.843,-0.527,-0.106,0.998047
14,SLD,3,16:47:20,45,AGV1,1647.429,8520.519,-209.725,-6.717517,121.342268,-2.642724,-49.69,-88.179,185.98,3700.032,11245.551,-283.124,0.54189,-89.988544,0.004025,7.467403,SM_Wall_Divider_01_5m2,1698.023,8608.716,-23.745,0.842,-0.524,-0.129,0.998047
