PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
15,NSL,1,9:10:32,1,AGV1,1671.243,8428.089,-209.725,-34.564897,-65.618759,1.49177,-0.348,-166.089,171.952,3700.0,11579.905,-296.103,0.108298,-90.0,8e-06,0.0,BP_Affordance_C_0,1671.591,8594.178,-37.773,-0.205,0.361,-0.91,0.998047
15,NSL,1,9:10:32,8,AGV1,1671.243,8428.089,-209.725,-35.882181,-65.694823,0.852998,-0.656,-166.246,171.996,3699.993,11579.575,-287.93,0.334126,-89.999991,0.008711,0.079946,BP_Affordance_C_0,1671.899,8594.335,-37.729,-0.193,0.344,-0.919,0.998047
15,NSL,2,9:10:33,3,AGV1,1670.927,8428.194,-209.725,-34.563166,-64.958949,-0.61402,-1.337,-165.372,172.513,3699.996,11577.732,-278.75,0.558477,-90.000159,0.006625,0.488131,BP_Affordance_C_0,1672.371,8593.532,-37.212,-0.214,0.357,-0.909,0.998047
15,NSL,2,9:10:33,10,AGV1,1670.146,8428.426,-209.725,-34.489192,-65.546307,-1.46674,-2.306,-163.876,173.275,3700.017,11574.39,-277.663,0.579323,-90.000112,-0.019739,0.852972,BP_Affordance_C_0,1672.475,8592.295,-36.45,-0.254,0.341,-0.905,0.998047
15,NSL,2,9:10:33,17,AGV1,1670.129,8428.431,-209.725,-35.683062,-65.206244,-1.73241,-3.209,-161.811,173.993,3700.013,11569.539,-281.955,0.497242,-89.999568,-0.021079,1.224001,BP_Affordance_C_0,1673.338,8590.243,-35.732,-0.224,0.334,-0.916,0.998047
15,NSL,2,9:10:33,24,AGV1,1670.129,8428.431,-209.725,-34.037446,-65.468282,-4.498051,-4.765,-160.01,175.492,3700.001,11563.006,-285.479,0.492098,-89.999412,-0.000175,1.605985,NW_FactoryFloor77,1674.894,8588.441,-34.233,-0.23,0.361,-0.904,0.998047
15,NSL,2,9:10:33,31,AGV1,1670.129,8428.431,-209.725,-30.211191,-73.938305,-3.361532,-7.756,-158.777,177.245,3699.998,11554.745,-285.47,0.567068,-89.999452,0.011113,1.987253,NW_FactoryFloor77,1677.884,8587.208,-32.48,-0.178,0.452,-0.874,0.998047
15,NSL,2,9:10:33,38,AGV1,1670.166,8428.642,-209.725,-27.550983,-87.367937,0.117873,-11.875,-157.832,178.736,3700.003,11544.86,-283.449,0.619571,-89.999503,0.009312,2.364584,SM_Wall_Divider_01_5m2,1682.026,8586.399,-30.989,0.265,0.51,-0.818,0.998047
15,NSL,2,9:10:33,45,AGV1,1670.347,8429.745,-209.725,-25.061115,-101.291976,1.811811,-16.682,-156.705,179.924,3700.009,11533.5,-282.065,0.594501,-89.99945,0.004136,2.734361,SM_Wall_Divider_01_5m2,1687.005,8586.316,-29.801,0.316,0.497,-0.808,0.998047
15,NSL,2,9:10:33,52,AGV1,1670.428,8430.01,-209.725,-23.211228,-116.213539,2.277326,-21.927,-154.995,180.703,3700.013,11520.52,-282.24,0.529793,-89.999149,0.00192,3.105817,SM_Wall_Divider_01_5m2,1692.338,8585.002,-29.022,0.505,0.383,-0.774,0.998047
