PID,SCN,TimestampID,Timestamp,DatapointID,AGV_name,User_X,User_Y,User_Z,User_Pitch,User_Yaw,User_Roll,U_X,U_Y,U_Z,AGV_X,AGV_Y,AGV_Z,AGV_Pitch,AGV_Yaw,AGV_Roll,AGV_speed,EyeTarget,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,Confidence
4,NSL,1,14:39:38,1,AGV1,1828.247,8480.435,-209.725,-44.00002,-71.499226,1.811002,141.562,-117.879,176.958,3700.0,11579.905,-296.102,0.108311,-90.0,9e-06,0.0,BP_Affordance_C_0,1686.685,8598.314,-32.767,-0.263,0.183,-0.947,0.998047
4,NSL,1,14:39:38,8,AGV1,1828.247,8480.435,-209.725,-44.549516,-72.381772,1.917339,141.469,-118.09,176.829,3699.994,11579.697,-288.596,0.311053,-89.999999,0.008317,0.041399,BP_Affordance_C_0,1686.778,8598.525,-32.896,-0.263,0.179,-0.948,0.998047
4,NSL,1,14:39:38,15,AGV1,1828.247,8480.435,-209.725,-44.15347,-72.434151,1.89732,141.426,-117.831,176.921,3699.996,11578.25,-279.534,0.531824,-90.000164,0.00704,0.409288,BP_Affordance_C_0,1686.821,8598.266,-32.804,-0.283,0.197,-0.939,0.998047
4,NSL,1,14:39:38,22,AGV1,1828.247,8480.435,-209.725,-43.581656,-70.625238,0.50609,141.533,-117.152,177.203,3700.001,11575.33,-277.513,0.568252,-90.000266,0.001867,0.77006,BP_Affordance_C_0,1686.714,8597.586,-32.522,-0.301,0.198,-0.933,0.998047
4,NSL,1,14:39:38,29,AGV1,1828.247,8480.435,-209.725,-41.79186,-66.345445,-1.812526,141.945,-116.269,177.724,3700.003,11570.861,-281.316,0.498564,-90.000056,0.000369,1.136619,BP_Affordance_C_0,1686.303,8596.704,-32.001,-0.352,0.216,-0.911,0.998047
4,NSL,1,14:39:38,36,AGV1,1828.094,8480.477,-209.725,-39.020024,-59.579638,-4.338112,142.81,-115.182,178.522,3700.002,11564.723,-285.12,0.488308,-89.999545,0.003423,1.515305,BP_Affordance_C_0,1685.284,8595.659,-31.203,-0.418,0.223,-0.881,0.998047
4,NSL,1,14:39:38,43,AGV1,1828.094,8480.477,-209.725,-35.760982,-50.528182,-6.626855,144.273,-113.872,179.283,3700.0,11556.871,-285.595,0.560091,-89.998946,0.006266,1.896876,BP_Affordance_C_0,1683.821,8594.348,-30.442,-0.489,0.21,-0.847,0.998047
4,NSL,1,14:39:38,50,AGV1,1828.094,8480.477,-209.725,-32.224777,-39.114995,-8.961646,146.383,-112.24,179.97,3700.002,11547.391,-283.747,0.61952,-89.998399,0.005979,2.275792,BP_Affordance_C_0,1681.711,8592.717,-29.755,-0.669,0.091,-0.737,0.998047
4,NSL,1,14:39:38,57,AGV1,1828.094,8480.477,-209.725,-29.621803,-27.985221,-10.297379,148.645,-110.329,180.801,3700.005,11536.327,-282.195,0.602482,-89.997868,0.003982,2.647346,BP_Affordance_C_0,1679.449,8590.805,-28.924,-0.686,0.008,-0.727,0.998047
4,NSL,2,14:39:39,7,AGV1,1827.733,8480.598,-209.725,-26.847128,-18.20439,-9.6575,150.848,-108.272,181.449,3700.007,11523.716,-282.17,0.538115,-89.997267,0.002858,3.017706,BP_Affordance_C_0,1676.992,8588.823,-28.276,-0.687,-0.008,-0.727,0.998047
4,NSL,2,14:39:39,14,AGV1,1825.71,8481.273,-209.725,-25.641525,-8.777269,-9.519727,152.579,-105.932,181.687,3700.008,11509.398,-283.034,0.493438,-89.996575,0.003302,3.392626,BP_Affordance_C_0,1673.472,8587.086,-28.038,-0.744,-0.175,-0.645,0.998047
4,NSL,2,14:39:39,21,AGV1,1821.955,8482.916,-209.725,-23.813862,-0.299758,-8.542082,153.936,-103.53,181.931,3700.008,11493.423,-283.641,0.49979,-89.995844,0.004251,3.764119,BP_Affordance_C_0,1668.499,8586.187,-27.794,-0.737,-0.199,-0.646,0.998047
4,NSL,2,14:39:39,28,AGV1,1820.334,8483.785,-209.725,-21.60937,7.84921,-7.321167,154.744,-101.022,182.296,3700.009,11475.874,-283.57,0.534898,-89.995123,0.004634,4.139497,BP_Affordance_C_0,1665.76,8584.711,-27.429,-0.739,-0.275,-0.615,0.998047
4,NSL,2,14:39:39,35,AGV1,1818.371,8485.005,-209.725,-20.622776,15.877923,-6.484251,154.66,-98.472,182.418,3700.011,11456.649,-283.175,0.560987,-89.994415,0.004351,4.511159,NW_FactoryFloor85,1663.676,8583.5,-27.307,-0.773,-0.464,-0.434,0.998047
4,NSL,2,14:39:39,42,AGV1,1817.644,8485.173,-209.725,-21.135133,27.74909,-5.574201,154.153,-95.634,182.299,3700.013,11435.855,-282.941,0.561325,-89.993704,0.003935,4.881276,BP_Affordance_C_0,1663.7,8580.745,-27.426,-0.386,-0.659,-0.646,0.998047
4,NSL,2,14:39:39,49,AGV1,1816.058,8485.456,-209.725,-19.461147,40.516305,-4.968917,153.475,-92.165,182.318,3700.015,11413.424,-283.001,0.54624,-89.992975,0.003815,5.252426,Compass,1662.784,8577.6,-27.407,-0.216,-0.743,-0.634,0.998047
